signatory_id,AgtId,Agt,short_agt_name,long_agt_name,description,Type,PP,PPName,Con,agt_type,stage_label,date,year,month,day,month_full,target_type,signatory_type,actor_id,actor_id_type,actor,actor_detail,actor_name,abbreviation,short_actor_name,type,new_actor_type,old_actor_type,country_based,iso3c,iso3n,gwn,gwc,cowc,cown,region,ucdp_id,in_ucdp,acled_name,acled_other,alternative_names,additional_info,PAX_Hyperlink,PDF_Hyperlink,PA-X Page html,Agreement PDF html
4259,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,19,CON_19,United Kingdom,,United Kingdom,UKG,UKG,CON,Country/State,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,826,200,UKG,UKG,200,Europe,28,Government of United Kingdom,Government of the United Kingdom (2010-),Government of the United Kingdom (2010-),United Kingdom | UNITED KINGDOM | Britain | Great Britain | UK | United Kingdom | UNITED KINGDOM | United Kingdom Great Britain | United Kingdom of Great Britain and Northern Ireland | United Kingdom | British Government | United Kingdom  Government | United Kingdom Government,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4260,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,3,CON_3,United States,,United States,USA,USA,CON,Country/State,Country/State,United States of America,USA,840,2,USA,USA,2,Americas,3,Government of United States of America,Government of the United States (2021-),Government of the United States (2017-2021) | Government of the United States (2021-),United States of America | UNITED STATES | America | AMERICA | U.S. | U.S.A | United States | United States  Islamic Emirate | United States America | UNITED STATES AMERICA ANGOLA  ANDREEV SERGUEI VADIMOVICH  AMBASSADOR | United States Presidential Special Envoy Promotion Democracy | USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4262,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,5,IGO_5,European Union,,European Union,EU,EU,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,EU || The European Union || European Union | EU | EU Admininstrator | EU Monitoring Mission | EU Special Representative | European Union | EUROPEAN UNION | European Union - MAMADOU KANE | European Union Canada Mediator | European Union Delegation European Commission | European Union League Arab States | European Union Representative | European Union Co - Chair | European Union External Action Service | European Union Foreign Affairs | European Union Foreign Affairs Security | European Union High Representative | European Union High Representative Foreign Affairs & Security | European Union Special Negotiator | European Unions | European Union Special Negotiator | EU Presidency | EU Administrator | Local Presidency of the European Union | PMEZ | Union Europeene | EU Monitoring Mission | European External Action Service | EU facilitator | European Union High Representative of the Union for Foreign Affairs and Security Policy | European Union External Action Service | UE | EU Special Envoy  | Presidency of the EU | EU Special Representative for the Great Lakes Region | EU  |  The European Union  |  European Union | EU | European Union | European Union (EU) | European Union  - MAMADOU KANE | EU | European Union | European Union Canada Mediator | European Union League Arab States | European Union Representative,"European Union (EU) is an IGO, with affiliations to Regional Diplomatic IGOs (International Government Organizations). They are also referred to as EU || The European Union || European Union",https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4263,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,43,IGO_43,Organization of African Unity,,Organization of African Unity,OAU,OAU,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,Organisation De L'UnitÃ© Africaine || Organization Of African Unity || OUA || OAU || Organisation Of African Unity |  Organization Of African Unity  |  OUA  | Organisation Of African Unity | Organization of African Unity | Org for African Unity | Organization for African Unity | Organisation for African Unity | Organization African Unity | Organization African Unity  OFFICE FORUM | Organisation African Unity | OAU Representative,"Organization of African Unity (OAU) is an IGO, with affiliations to Regional Diplomatic IGOs (International Government Organizations). They are also referred to as Organisation De L'Unité Africaine || Organization Of African Unity || OUA || OAU || Organisation Of African Unity",https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4264,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,346,IGO_346,League of Arab States,,League of Arab States,LOAS,LOAS,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,League Of Arab States || Arab League | League of Arab States | League of Arab States | League Arab States | League Arab States,The League of Arab States is an IGO with affiliations to Regional Diplomatic IGOs (International Government Organizations). ,https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4258,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,21,CON_21,Russia,,Russia,RUS,RUS,CON,Country/State,Country/State,Russian Federation,RUS,643,365,RUS,RUS,365,Europe,57,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia (Soviet Union) | RUSSIAN FEDERATION | Russia | Russian Federation | RUSSIAN FEDERATION | Russian Federation - B. YELTSIN | Russian Federation Plenipotentiary | Russian Federation ( Facilitator | Russian Federation : | Russian Federation : Mikhailov | Russian Federation A. Kozirev | Russian Federation A. Shokhin | RUSSIAN FEDERATION ANGOLA | Russian Federation Federal Assembly | Russian Federation P. S. Grachev | Russian Federation Representative Sergey Viktorovich Lavrov | USSR  | Council of Federation of Russia | Russian Ministry of Foreign Affairs | Union of Soviet Socialist Republics | Soviet Union | Russian | Russia | Governments Russian Federation | Ministry Defence Russian Federation : P | Russian Federation Government | Russian Government | Russian Ministry Foreign Affairs | Russian Federation :  Mikhailov | Russian Federation  Plenipotentiary | Russian Federation V.V.Putin | V. V. Putin,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4257,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,7,CON_7,France,,France,FRN,FRN,CON,Country/State,Country/State,France,FRA,250,220,FRN,FRN,220,Europe,33,Government of France,Government of France (2017-),Government of France (2017-) | Government of France (2017-) French Guiana | Government of France (2017-) Guadeloupe | Government of France (2017-) Martinique | Government of France (2017-) Saint-Barthelemy | Government of France (2017-) Saint-Martin,France | FRANCE | France | FRANCE | French Republic | French Republic Mr | French Republic : | French Republic Representative | Permanent Representatives France | Republic France | Republic of France | French Republic | French Republic  Mr | French Republic,France is a Country/State in Europe. ,https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4256,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,174,CON_174,Tanzania,,Tanzania,TAZ,TAZ,CON,Country/State,Country/State,"Tanzania, United Republic of",TZA,834,510,TAZ,TAZ,510,Africa,92,Government of Tanzania,Government of Tanzania (1964-),Government of Tanzania (1964-),"Tanzania/Tanganyika | TANZANIA, UNITED REPUBLIC OF | Republic Tanzania | Tanzania | Tanzanian Republic  - ABDOU DIOUF | United Republic of Tanzania | United Republic Tanzania",Tanzania is a Country/State in Africa. ,https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4255,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,221,CON_221,South Africa,,South Africa,SAF,SAF,CON,Country/State,Country/State,South Africa,ZAF,710,560,SAF,SAF,560,Africa,102,Government of South Africa,Government of South Africa (1994-),Government of South Africa (1994-),South Africa | SOUTH AFRICA | Republic South Afirca | Republic South Africa | South Africa | SOUTH AFRICA | South Africa | Government Republic South Africa | South African Government & | South African Parliament,South Africa is a Country/State in Africa. ,https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4254,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,641,CON_641,Seychelles,,Seychelles,,Seychelles,CON,Country/State,Country/State,Seychelles,SYC,690,,,SEY,591,Africa,,,Government of Seychelles (2020-),Government of Seychelles (2016-2020) | Government of Seychelles (2020-),Seychelles | SEYCHELLES,Seychelles is a Country/State in Africa. ,https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4250,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,172,CON_172,Kenya,,Kenya,KEN,KEN,CON,Country/State,Country/State,Kenya,KEN,404,501,KEN,KEN,501,Africa,91,Government of Kenya,Government of Kenya (2013-),Government of Kenya (2002-2013) | Government of Kenya (2013-),Kenya | KENYA | Kenya | Republic Keny | Republic Kenya | Kenya | Government Republic Kenya | Kenya Government Facilitation Team | KENYAN GOVERNMENT REPRESENTATIVES  1 | Kenyua,Kenya is a Country/State in Africa. ,https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4252,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,482,CON_482,Mauritius,,Mauritius,MAS,MAS,CON,Country/State,Country/State,Mauritius,MUS,480,590,MAS,MAS,590,Africa,,,,,Mauritius | MAURITIUS | Mauritius,Mauritius is a Country/State in Africa. ,https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4251,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,481,CON_481,Madagascar,,Madagascar,MAG,MAG,CON,Country/State,Country/State,Madagascar,MDG,450,580,MAG,MAG,580,Africa,106,Government of Madagascar,Government of Madagascar (2014-2019),Government of Madagascar (2014-2019),Madagascar (Malagasy) | MADAGASCAR | Madagascar | Madagascar Page 1 | Madagascar Pour l'Organisation Internationale de la Francophonie Edem Kodjo Pour | Madagascar Republic - ABDULKADER | Republic Madagascar,Madagascar is a Country/State in Africa. ,https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4249,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,290,CON_290,Cameroon,,Cameroon,CAO,CAO,CON,Country/State,Country/State,Cameroon,CMR,120,471,CAO,CAO,471,Africa,83,Government of Cameroon,Government of Cameroon (1982-),Government of Cameroon (1982-),Cameroon | CAMEROON | Cameroon | Republic Cameroon | Republic Cameroon :,Cameroon is a Country/State in Africa. ,https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4253,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,97,CON_97,Mozambique,,Mozambique,MZM,MZM,CON,Country/State,Country/State,Mozambique,MOZ,508,541,MZM,MZM,541,Africa,100,Government of Mozambique,Government of Mozambique (1990-),Government of Mozambique (1990-),Mozambique | MOZAMBIQUE | People Republic Mozambique | Republic Mozambique | Republic Mozambique Current | GRM | Government of the Republic of Mozambique,Mozambique is a Country/State in Africa. ,https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4261,1035,Addis Ababa Agreement,"Pre-negotiation, 13 December 1997",Addis Ababa Agreement (13 December 1997),"Through this agreement, parties (1) request the establishment of an international commission of inquiry for crimes committed during the crisis; (2) call for an Inter-Island Comorian Conference with a view to defining a new institutional framework meeting the legitimate aspirations of the Comorians; (3) and agree to establish a commission in charge of implementing the Agreement. ",Peace Agreement,15,Comoros-Anjouan islands peace process,Comoros/Anjouan,Intrastate,Pre-negotiation,13/12/1997,1997,12,13,December,signatory,third party,49,IGO_49,United Nations,United Nations (General),United Nations (General),UN,UN,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,"United Nations || U.N. || UN | United Nations Representative | United Nations | UNITED NATIONS | United nations | United Nations - WILFRID | United Nations Babacar Gaye | United Nations Certified | United Nations H.E. | United Nations H.E. Yoweri | United Nations International Committee Red Cross International Federation Red Cross | UN Organization Chaired | United Nations Representative Organization Security Cooperation | United Nations Signed | United Nations USA Countries | United Nations , Economic Cooperation Organization | United Nations' Multidimensional Integrated Stabilization Mission | UNITED NATIONS COLOMBIA | UN Ad Litem | UN BH COMMAND | UN E. Brunner | UN Peace Monitoring Group Bougainville | United Nations Special Envoy | Untied Nations | The UN | U.N | U.N. | The U.N | UNA | United Nations Office | United Nations Organisation | United Nations Organization | United Nations Peace Forces | United Nations | Office United Nations | UN | UN & EC | United Nations  |  U.N.  |  UN | UN | United Nations | United Nations | Special Rapporteurs of the United Nations | UN & EC | Special Rapporteur Of The United Nations Human Rights Council  |  Special Rapporteur | UN International Police Task Force | United Nations  Babacar Gaye | United Nations  - WILFRID | United Nations Resident Coordinator","United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/1035,https://www.peaceagreements.org/viewmasterdocument/1035,"<a href=""https://www.peaceagreements.org/view/1035"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1035"" target=""_blank"">View agreement PDF</a>"
4367,1061,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",01/02/2006,2006,2,1,February,signatory,party,604,CON_604,Denmark,,Denmark,DEN,DEN,CON,Country/State,Country/State,Denmark,DNK,208,390,DEN,DEN,390,Europe,68,Government of Denmark,Government of Denmark (2019-),Government of Denmark (2019-),Denmark | DENMARK | Denmark | DENMARK | Kingdom Denmark,Denmark is a Country/State in Europe. ,https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
4356,1061,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",01/02/2006,2006,2,1,February,signatory,party,288,CON_288,Afghanistan,,Afghanistan,AFG,AFG,CON,Country/State,Country/State,Afghanistan,AFG,4,700,AFG,AFG,700,Asia,130,Government of Afghanistan,Government of Afghanistan (2021-),Government of Afghanistan (2014-2021) | Government of Afghanistan (2021-),Afghanistan | AFGHANISTAN | Islamic Republic of Afghanistan | Islamic Republic Afghanistan | Islamic Republic Afghanistan | Afghan Government | Afghan Government | Afghan Interim Administration,Afghanistan is a Country/State in Asia. ,https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
4384,1061,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",01/02/2006,2006,2,1,February,signatory,party,612,CON_612,Lithuania,,Lithuania,LIT,LIT,CON,Country/State,Country/State,Lithuania,LTU,440,368,LIT,LIT,368,Europe,60,Government of Lithuania,Government of Lithuania (2020-),Government of Lithuania (2020-),Lithuania | LITHUANIA | Lithuania | Republic Lithuania,Lithuania is a Country/State in Europe. ,https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
4385,1061,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",01/02/2006,2006,2,1,February,signatory,party,611,CON_611,Luxembourg,,Luxembourg,LUX,LUX,CON,Country/State,Country/State,Luxembourg,LUX,442,212,LUX,LUX,212,Europe,32,Government of Luxembourg,Government of Luxembourg (2013-),Government of Luxembourg (2013-),Luxembourg | LUXEMBOURG | Luxembourg,Luxembourg is a Country/State in Europe. ,https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
4386,1061,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",01/02/2006,2006,2,1,February,signatory,party,12,CON_12,Malaysia,,Malaysia,MAL,MAL,CON,Country/State,Country/State,Malaysia,MYS,458,820,MAL,MAL,820,Asia,152,Government of Malaysia,Government of Malaysia (2021-),Government of Malaysia (2020-2021) | Government of Malaysia (2021-),Malaysia | MALAYSIA | Malaysian Government,Malaysia is a Country/State in Asia. ,https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
