signatory_id,AgtId,From Node (Full Name),From Node (Short Name),agt_description,From Node Type,PP,Con,From Node Sub-Type,date,year,Edge,actor_id,actor_id_type,To Node Name,actor_detail,short_actor_name,actor_type,To Node Type,To Node Sub-Type,country_based,isco3c_actor_based,actor_additional_info,PAX_Hyperlink,PDF_Hyperlink
4685,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,81,CON_81,Norway,,NOR,CON,Entity,Country/State,Norway,NOR,Norway is a Country/State in Europe. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4686,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,670,CON_670,Panama,,PAN,CON,Entity,Country/State,Panama,PAN,Panama is a Country/State in Americas. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4687,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,178,CON_178,Peru,,PER,CON,Entity,Country/State,Peru,PER,Peru is a Country/State in Americas. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4688,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,259,CON_259,Portugal,,POR,CON,Entity,Country/State,Portugal,PRT,Portugal is a Country/State in Europe. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4676,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,203,CON_203,Cuba,,CUB,CON,Entity,Country/State,Cuba,CUB,Cuba is a Country/State in Americas. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4675,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,177,CON_177,Chile,,CHL,CON,Entity,Country/State,Chile,CHL,Chile is a Country/State in Americas. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4690,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,593,CON_593,Sweden,,SWD,CON,Entity,Country/State,Sweden,SWE,Sweden is a Country/State in Europe. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4673,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,11,CON_11,Canada,,CAN,CON,Entity,Country/State,Canada,CAN,Canada is a Country/State in Americas. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4689,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,4,CON_4,Spain,,SPN,CON,Entity,Country/State,Spain,ESP,Spain is a Country/State in Europe. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4671,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,588,CON_588,Austria,,AUS,CON,Entity,Country/State,Austria,AUT,Austria is a Country/State in Europe. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4691,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,202,CON_202,Switzerland,,SWZ,CON,Entity,Country/State,Switzerland,CHE,Switzerland is a Country/State in Europe. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4692,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,15,CON_15,Brazil,,BRA,CON,Entity,Country/State,Brazil,BRA,Brazil is a Country/State in Americas. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4694,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,436,IGO_436,European Commission,,EU Commission,IGO,Entity,IGO,,,"European Commission (EC) is an IGO, with affiliations to European Union. It functions as the executive of the European Union. They are also referred to as European Commission || the Commission",https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4695,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,294,CON_294,Japan,,JPN,CON,Entity,Country/State,Japan,JPN,Japan is a Country/State in Asia. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4696,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,669,CON_669,Vatican City,,PAP,CON,Entity,Country/State,Holy See,VAT,Vatican City is a Country/State in Europe. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4697,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,316,CON_316,Venezuela,,VEN,CON,Entity,Country/State,Venezuela (Bolivarian Republic of),VEN,Venezuela is a Country/State in Americas. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4698,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,19,CON_19,United Kingdom,,UKG,CON,Entity,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4693,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,49,IGO_49,United Nations,United Nations (General),UN,IGO,Entity,IGO,,,"United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4674,1142,"Declaración de los Países y Organismos Internacionales, Encuentro con la Mesa Nacional de Diálogos y Negociación: Apoyo a la Salida Política Negociada.","Pre-negotiation, 11 May 2001",This is a declaration by the countries and international organisations invited to assist the negotiation table. These countries and organisations welcome the decision of the negotiating parties to carry on the peace process through the Los Pozos Agreement 9/2/2001. They listened with special attention to the information by the parties on the progress over the last two years. They welcome the desire not to interrupt the dialogues and offer their cooperation. They call on the parties to the conflict to find a political solution. Etc. ,Peace Agreement,Colombia III - Arango,Colombia,Pre-negotiation,11/05/2001,2001,party,585,CON_585,Costa Rica,,COS,CON,Entity,Country/State,Costa Rica,CRI,Costa Rica is a Country/State in Americas. ,https://www.peaceagreements.org/view/1142,https://www.peaceagreements.org/viewmasterdocument/1142
4740,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,287,CON_287,Bangladesh,,BNG,CON,Entity,Country/State,Bangladesh,BGD,Bangladesh is a Country/State in Asia. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4739,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,588,CON_588,Austria,,AUS,CON,Entity,Country/State,Austria,AUT,Austria is a Country/State in Europe. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4738,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,277,CON_277,Australia,,AUL,CON,Entity,Country/State,Australia,AUS,Australia is a Country/State in Oceania. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4737,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,671,OTH_671,Central Bank of Sri Lanka,,Central Bank of Sri Lanka,OTH,Entity,Other,Sri Lanka,LKA,Central Bank of Sri Lanka is an actor categorised as type 'other'. They are based in Sri Lanka. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4736,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,87,IGO_87,African Union,,AU,IGO,Entity,IGO,,,"African Union (AU) is an IGO, with affiliations to Regional Diplomatic IGOs (International Government Organizations). They are also referred to as African Union || AU || THE AU",https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4730,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,436,IGO_436,European Commission,,EU Commission,IGO,Entity,IGO,,,"European Commission (EC) is an IGO, with affiliations to European Union. It functions as the executive of the European Union. They are also referred to as European Commission || the Commission",https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4729,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,5,IGO_5,European Union,,EU,IGO,Entity,IGO,,,"European Union (EU) is an IGO, with affiliations to Regional Diplomatic IGOs (International Government Organizations). They are also referred to as EU || The European Union || European Union",https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4741,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,441,CON_441,Belgium,,BEL,CON,Entity,Country/State,Belgium,BEL,Belgium is a Country/State in Europe. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4742,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,15,CON_15,Brazil,,BRA,CON,Entity,Country/State,Brazil,BRA,Brazil is a Country/State in Americas. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4783,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,672,IGO_672,United Nations,UN Office on Drugs and Crimes,UNODC,IGO,Entity,IGO,,,"The UN Office on Drugs and Crimes (UNODC) is an office of the United Nations, which focus is on trafficking and abuse of illicit drugs, crime prevention, criminal justice, international terrorism and political corruption. It is a member of the United Nations Development Group.",https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4743,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,292,CON_292,Brunei,,BRU,CON,Entity,Country/State,Brunei Darussalam,BRN,Brunei is a Country/State in Asia. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4744,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,11,CON_11,Canada,,CAN,CON,Entity,Country/State,Canada,CAN,Canada is a Country/State in Americas. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4745,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,20,CON_20,China,,CHN,CON,Entity,Country/State,China,CHN,China is a Country/State in Asia. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4746,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,604,CON_604,Denmark,,DEN,CON,Entity,Country/State,Denmark,DNK,Denmark is a Country/State in Europe. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4747,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,82,CON_82,Egypt,,EGY,CON,Entity,Country/State,Egypt,EGY,Egypt is a Country/State in Africa. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
4748,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003","Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,Sri Lanka LTTE 2002 onward process,Sri Lanka,Implementation,10/06/2003,2003,third party,171,CON_171,Finland,,FIN,CON,Entity,Country/State,Finland,FIN,Finland is a Country/State in Europe. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154
