signatory_id,AgtId,Agt,short_agt_name,long_agt_name,description,Type,PP,PPName,Con,agt_type,stage_label,date,year,month,day,month_full,signatory_type,actor_id,actor_id_type,actor,actor_detail,actor_name,abbreviation,short_actor_name,type,actor_type,country_based,iso3c,iso3n,gwn,gwc,cowc,cown,region,ucdp_id,in_ucdp,acled_name,acled_other,alternative_names,additional_info,PAX_Hyperlink,PDF_Hyperlink,PA-X Page html,Agreement PDF html
4412,1061.0,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",2006-02-01 00:00:00,2006,2,1,February,party,406.0,IGO_406,North Atlantic Treaty Organization,,North Atlantic Treaty Organization,NATO,NATO,IGO,Intergovernmental Organization,,,,,,,,,,,,,North Atlantic Treaty Organization || NATO || North Atlantic Treaty Organisation | NATO | North Atlantic Treaty Organization | North Atlantic Treaty Organisation | North Atlantic Treaty Organization | North Atlantic Treaty Organization Alija | North Atlantic Treaty Organization  |  NATO  |  North Atlantic Treaty Organisation | North Atlantic Treaty Org | North Atlantic Treaty Organization (NATO) | North Atlantic Treaty Organization  Alija,"North Atlantic Treaty Organization (NATO) is an IGO/miliary alliance, with affiliations to Global Defense / Security IGOs (International Government Organizations). It consists of 30 member states (28 European and 2 North American). They are also referred to as North Atlantic Treaty Organization || NATO || North Atlantic Treaty Organisation || North Atlantic Alliance",https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
4414,1061.0,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",2006-02-01 00:00:00,2006,2,1,February,party,437.0,IGO_437,World Bank,,World Bank,WB,WB,IGO,Intergovernmental Organization,,,,,,,,,,,,,World Bank | World Bank | World Bank Group | WB | World Bank | IBRD | World Bank | International Bank for Reconstruction and Development (World Bank),"World Bank (WB) is an IGO, with affiliations to Development. They are also referred to as World Bank",https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
4415,1061.0,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",2006-02-01 00:00:00,2006,2,1,February,party,226.0,IGO_226,Organisation of Islamic Cooperation,,Organisation of Islamic Cooperation,OIC,OIC,IGO,Intergovernmental Organization,,,,,,,,,,,,,Organisation Of Islamic Cooperation || Organization Of Islamic Cooperation || Organization Of The Islamic Conference || OIC || Organisation Of The Islamic Conference |  Organization Of Islamic Cooperation  | Organization Of The Islamic Conference  |  OIC  | Organisation Of The Islamic Conference | Organization of the Islamic Conference (OIC) | Org. Islamic Conference | Organization of the Islamic Conference (OIC) | Organization of the Islamic Conference | Org. of the Islamic Conference | OCI | Organization of the Islamic Conference | Organisation de la coopÃ©ration islamique | Ù…Ù†Ø¸Ù…Ø© Ø§Ù„ØªØ¹Ø§ÙˆÙ† Ø§Ù„Ø¥Ø³Ù„Ø§Ù…ÙŠ |  l'Organisations de la CoopÃ©ration Islamique | l'OCC | the Organization of the Islamic Conference | Organisation Islamic Cooperation,"Organisation of Islamic Cooperation (OIC) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as Organisation Of Islamic Cooperation || Organization Of Islamic Cooperation || Organization Of The Islamic Conference || OIC || Organisation Of The Islamic Conference",https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
4416,1061.0,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",2006-02-01 00:00:00,2006,2,1,February,party,453.0,NGO_453,Aga Khan Foundation,,Aga Khan Foundation,,Aga Khan Foundation,NGO,Non-governmental Organization,internationally,,,,,,,,,,,,,,https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
4418,1061.0,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",2006-02-01 00:00:00,2006,2,1,February,third party,177.0,CON_177,Chile,,Chile,CHL,CHL,CON,Country/State,Chile,CHL,152.0,155.0,CHL,CHL,155.0,Americas,25.0,Government of Chile,Government of Chile (2022-),Government of Chile (2018-2022) | Government of Chile (2022-),Chile | CHILE | Chile | CHILE | Republic Chile,Chile is a Country/State in Americas. ,https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
4366,1061.0,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",2006-02-01 00:00:00,2006,2,1,February,party,637.0,CON_637,Czechia,,Czechia,CZR,CZR,CON,Country/State,Czechia,CZE,203.0,316.0,CZR,CZR,316.0,Europe,42.0,Government of Czech Republic,Government of the Czech Republic (2021-),Government of the Czech Republic (2018-2021) | Government of the Czech Republic (2021-),Czech Republic | CZECH REPUBLIC | Czech Republic,Czechia is a Country/State in Europe. ,https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
4392,1061.0,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",2006-02-01 00:00:00,2006,2,1,February,party,259.0,CON_259,Portugal,,Portugal,POR,POR,CON,Country/State,Portugal,PRT,620.0,235.0,POR,POR,235.0,Europe,36.0,Government of Portugal,Government of Portugal (2015-),Government of Portugal (2015-),Portugal | PORTUGAL | Portugal | PORTUGAL | Portuguese Republic | Portugal | Portuguese Government,Portugal is a Country/State in Europe. ,https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
4417,1061.0,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",2006-02-01 00:00:00,2006,2,1,February,third party,9.0,CON_9,Argentina,,Argentina,ARG,ARG,CON,Country/State,Argentina,ARG,32.0,160.0,ARG,ARG,160.0,Americas,26.0,Government of Argentina,Government of Argentina (2019-),Government of Argentina (2015-2019) | Government of Argentina (2019-),Argentina | ARGENTINA | Argentina | Argentine Delegations | Argentine Republic | Argentine Republic ] | Republic Argentina  Fernando Henrique Cardoso,Argentina is a Country/State in Americas. ,https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
4413,1061.0,Afghanistan Compact Building on Success (London Conference),"Framework-substantive, partial, 1 February 2006",Afghanistan Compact Building on Success (London Conference) (1 February 2006),"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",Peace Agreement,2,Afghanistan: 2000s Post-intervention process,Afghanistan,Mixed,"Framework-substantive, partial",2006-02-01 00:00:00,2006,2,1,February,party,49.0,IGO_49,United Nations,United Nations (General),United Nations (General),UN,UN,IGO,Intergovernmental Organization,,,,,,,,,,,,,"United Nations || U.N. || UN | United Nations Representative | United Nations | UNITED NATIONS | United nations | United Nations - WILFRID | United Nations Babacar Gaye | United Nations Certified | United Nations H.E. | United Nations H.E. Yoweri | United Nations International Committee Red Cross International Federation Red Cross | UN Organization Chaired | United Nations Representative Organization Security Cooperation | United Nations Signed | United Nations USA Countries | United Nations , Economic Cooperation Organization | United Nations' Multidimensional Integrated Stabilization Mission | UNITED NATIONS COLOMBIA | UN Ad Litem | UN BH COMMAND | UN E. Brunner | UN Peace Monitoring Group Bougainville | United Nations Special Envoy | Untied Nations | The UN | U.N | U.N. | The U.N | UNA | United Nations Office | United Nations Organisation | United Nations Organization | United Nations Peace Forces | United Nations | Office United Nations | UN | UN & EC | United Nations  |  U.N.  |  UN | UN | United Nations | United Nations | Special Rapporteurs of the United Nations | UN & EC | Special Rapporteur Of The United Nations Human Rights Council  |  Special Rapporteur | UN International Police Task Force | United Nations  Babacar Gaye | United Nations  - WILFRID | United Nations Resident Coordinator","United Nations (UN) is an IGO, with affiliations to Global Diplomatic IGOs (International Government Organizations). They are also referred to as United Nations || U.N. || UN",https://www.peaceagreements.org/view/1061,https://www.peaceagreements.org/viewmasterdocument/1061,"<a href=""https://www.peaceagreements.org/view/1061"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1061"" target=""_blank"">View agreement PDF</a>"
4740,1154.0,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003",Tokyo Declaration on Reconstruction and Development of Sri Lanka (10 June 2003),"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Mixed,Implementation,2003-06-10 00:00:00,2003,6,10,June,third party,287.0,CON_287,Bangladesh,,Bangladesh,BNG,BNG,CON,Country/State,Bangladesh,BGD,50.0,771.0,BNG,BNG,771.0,Asia,143.0,Government of Bangladesh,Government of Bangladesh (2009-),Government of Bangladesh (2009-),Bangladesh | BANGLADESH | People's Republic Bangladesh | Peoples  Republic Bangladesh  SD/- | People's Republic of Bangladesh | People Ã¢â‚¬â„¢s Republic Bangladesh,Bangladesh is a Country/State in Asia. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154,"<a href=""https://www.peaceagreements.org/view/1154"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1154"" target=""_blank"">View agreement PDF</a>"
4739,1154.0,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003",Tokyo Declaration on Reconstruction and Development of Sri Lanka (10 June 2003),"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Mixed,Implementation,2003-06-10 00:00:00,2003,6,10,June,third party,588.0,CON_588,Austria,,Austria,AUS,AUS,CON,Country/State,Austria,AUT,40.0,305.0,AUS,AUS,305.0,Europe,39.0,Government of Austria,Government of Austria (2019-),Government of Austria (2019-),Austria | AUSTRIA | Republic Austria | Austria | AUSTRIA | Republic of Austria,Austria is a Country/State in Europe. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154,"<a href=""https://www.peaceagreements.org/view/1154"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1154"" target=""_blank"">View agreement PDF</a>"
4738,1154.0,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003",Tokyo Declaration on Reconstruction and Development of Sri Lanka (10 June 2003),"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Mixed,Implementation,2003-06-10 00:00:00,2003,6,10,June,third party,277.0,CON_277,Australia,,Australia,AUL,AUL,CON,Country/State,Australia,AUS,36.0,900.0,AUL,AUL,900.0,Oceania,156.0,Government of Australia,Government of Australia (2013-),Government of Australia (2013-),Australia | AUSTRALIA | Australia |  Commonwealth of Australia,Australia is a Country/State in Oceania. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154,"<a href=""https://www.peaceagreements.org/view/1154"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1154"" target=""_blank"">View agreement PDF</a>"
4737,1154.0,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003",Tokyo Declaration on Reconstruction and Development of Sri Lanka (10 June 2003),"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Mixed,Implementation,2003-06-10 00:00:00,2003,6,10,June,third party,671.0,OTH_671,Central Bank of Sri Lanka,,Central Bank of Sri Lanka,,Central Bank of Sri Lanka,OTH,Other,Sri Lanka,LKA,144.0,780.0,SRI,SRI,780.0,Asia,,,,,,Central Bank of Sri Lanka is an actor categorised as type 'other'. They are based in Sri Lanka. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154,"<a href=""https://www.peaceagreements.org/view/1154"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1154"" target=""_blank"">View agreement PDF</a>"
4736,1154.0,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003",Tokyo Declaration on Reconstruction and Development of Sri Lanka (10 June 2003),"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Mixed,Implementation,2003-06-10 00:00:00,2003,6,10,June,third party,87.0,IGO_87,African Union,,African Union,AU,AU,IGO,Intergovernmental Organization,,,,,,,,,,,,,African Union | AU | THE AU | AU | Africa Union | African Union Commission | Commission of the African Union | L'Union Africaine | Chairperson of the African Union | Commission de lÃ¢â‚¬â„¢Union Africaine | Troika of the African Union | Secretary-General of the Organization of African Unity | African Union Mission for Mali and the Sahel | MISAHEL | MISMA | African Union High Level Ad-hoc Committee for South Sudan | African Union High-level Implementation Panel for Sudan and South Sudan | AUHIP | African Union Facilitator to the AJOC | African Union High Level Implementation Panel | Chairperson Africa Union | Chairperson African Union Commission  IV | Chairperson Commission African Union  - ( Signed | Chairperson Commission African Union ] | African Union | AFRICAN UNION | African Union ' | African Union - ( Signed | African Union - H.E. Kofi A. Annan | African Union Cc | African Union Excellency | African Union Commission | African Union Facilitator | African Union High | African Union High Level | African Union Mali | African Union Mission Mali | African Union SRCC Francisco Madeira | African Unity | AU | AU - UN | AU & ECOWAS | AU / UN Mediation | AU Commission | AU Headquarters | AUC | AUHIP | African Union  |  AU  |  THE AU | AU | African Union | Organisation African Union | Commission African Union  Excellency Ahmedou Ould ABDALLAH  Special Representative Secretary - General | African Union  Excellency | African Union  - H.E. Kofi A. Annan | African Union High Level Ad - hoc Committee South Sudan | AU High Representative | AU High Representatives | Chairperson African Union Commission | African Union High - Level Implementation Panel | AU Chair,"African Union (AU) is an IGO, with affiliations to Regional Diplomatic IGOs (International Government Organizations). They are also referred to as African Union || AU || THE AU",https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154,"<a href=""https://www.peaceagreements.org/view/1154"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1154"" target=""_blank"">View agreement PDF</a>"
4730,1154.0,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003",Tokyo Declaration on Reconstruction and Development of Sri Lanka (10 June 2003),"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Mixed,Implementation,2003-06-10 00:00:00,2003,6,10,June,third party,436.0,IGO_436,European Commission,,European Commission,EU Commission,EU Commission,IGO,Intergovernmental Organization,,,,,,,,,,,,,European Commission | European Commission | EUROPEAN COMMISSION | EU Commission | European Commission | Commission European Union | European Union  Delegation European Commission | Delegation of the European Commission,"European Commission (EC) is an IGO, with affiliations to European Union. It functions as the executive of the European Union. They are also referred to as European Commission || the Commission",https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154,"<a href=""https://www.peaceagreements.org/view/1154"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1154"" target=""_blank"">View agreement PDF</a>"
4729,1154.0,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003",Tokyo Declaration on Reconstruction and Development of Sri Lanka (10 June 2003),"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Mixed,Implementation,2003-06-10 00:00:00,2003,6,10,June,third party,5.0,IGO_5,European Union,,European Union,EU,EU,IGO,Intergovernmental Organization,,,,,,,,,,,,,EU || The European Union || European Union | EU | EU Admininstrator | EU Monitoring Mission | EU Special Representative | European Union | EUROPEAN UNION | European Union - MAMADOU KANE | European Union Canada Mediator | European Union Delegation European Commission | European Union League Arab States | European Union Representative | European Union Co - Chair | European Union External Action Service | European Union Foreign Affairs | European Union Foreign Affairs Security | European Union High Representative | European Union High Representative Foreign Affairs & Security | European Union Special Negotiator | European Unions | European Union Special Negotiator | EU Presidency | EU Administrator | Local Presidency of the European Union | PMEZ | Union Europeene | EU Monitoring Mission | European External Action Service | EU facilitator | European Union High Representative of the Union for Foreign Affairs and Security Policy | European Union External Action Service | UE | EU Special Envoy  | Presidency of the EU | EU Special Representative for the Great Lakes Region | EU  |  The European Union  |  European Union | EU | European Union | European Union (EU) | European Union  - MAMADOU KANE | EU | European Union | European Union Canada Mediator | European Union League Arab States | European Union Representative,"European Union (EU) is an IGO, with affiliations to Regional Diplomatic IGOs (International Government Organizations). They are also referred to as EU || The European Union || European Union",https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154,"<a href=""https://www.peaceagreements.org/view/1154"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1154"" target=""_blank"">View agreement PDF</a>"
4741,1154.0,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003",Tokyo Declaration on Reconstruction and Development of Sri Lanka (10 June 2003),"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Mixed,Implementation,2003-06-10 00:00:00,2003,6,10,June,third party,441.0,CON_441,Belgium,,Belgium,BEL,BEL,CON,Country/State,Belgium,BEL,56.0,211.0,BEL,BEL,211.0,Europe,31.0,Government of Belgium,Government of Belgium (2019-2020),Government of Belgium (2019-2020),Belgium | BELGIUM | Belgium | BELGIUM | Belgium United States America | Kingdom Belgium | Kingdom of Belgium ,Belgium is a Country/State in Europe. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154,"<a href=""https://www.peaceagreements.org/view/1154"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1154"" target=""_blank"">View agreement PDF</a>"
4742,1154.0,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003",Tokyo Declaration on Reconstruction and Development of Sri Lanka (10 June 2003),"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Mixed,Implementation,2003-06-10 00:00:00,2003,6,10,June,third party,15.0,CON_15,Brazil,,Brazil,BRA,BRA,CON,Country/State,Brazil,BRA,76.0,140.0,BRA,BRA,140.0,Americas,22.0,Government of Brazil,Government of Brazil (2019-),Government of Brazil (2016-2018) | Government of Brazil (2019-),Brazil | BRAZIL | Federative Republic Brazil | Federal Republic Brazil | Federative Republic Brazil | Federative Republic of Brazil  | BRAZIL,Brazil is a Country/State in Americas. ,https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154,"<a href=""https://www.peaceagreements.org/view/1154"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1154"" target=""_blank"">View agreement PDF</a>"
4783,1154.0,Tokyo Declaration on Reconstruction and Development of Sri Lanka,"Implementation, 10 June 2003",Tokyo Declaration on Reconstruction and Development of Sri Lanka (10 June 2003),"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",Peace Agreement,114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Mixed,Implementation,2003-06-10 00:00:00,2003,6,10,June,third party,672.0,IGO_672,United Nations,UN Office on Drugs and Crimes,UN Office on Drugs and Crimes,UNODC,UNODC,IGO,Intergovernmental Organization,,,,,,,,,,,,, | UN Office Drugs Crimes ( UNODC | UN Office on Drugs and Crimes | United Nations Office on Drugs and Crime,"The UN Office on Drugs and Crimes (UNODC) is an office of the United Nations, which focus is on trafficking and abuse of illicit drugs, crime prevention, criminal justice, international terrorism and political corruption. It is a member of the United Nations Development Group.",https://www.peaceagreements.org/view/1154,https://www.peaceagreements.org/viewmasterdocument/1154,"<a href=""https://www.peaceagreements.org/view/1154"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1154"" target=""_blank"">View agreement PDF</a>"
