global_actor,signatory_id,AgtId,Agt,short_agt_name,long_agt_name,description,Type,PP,PPName,Con,agt_type,stage_label,date,year,month,day,month_full,signatory_type,actor_id,actor_id_type,actor,actor_detail,actor_name,abbreviation,short_actor_name,type,actor_type,country_based,iso3c,iso3n,gwn,gwc,cowc,cown,region,ucdp_id,in_ucdp,acled_name,acled_other,alternative_names,additional_info,PAX_Hyperlink,PDF_Hyperlink,PA-X Page html,Agreement PDF html
United Kingdom,4198,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,2.0,CON_2,Germany,,Germany,GMY,GMY,CON,Country/State,Germany,DEU,276.0,255.0,GMY,GMY,255.0,Europe,37.0,Government of Germany,Government of Germany (2021-),Government of Germany (2005-2021) | Government of Germany (2021-),Germany (Prussia) | GERMANY | Federal Republic Germany | Germany | GERMANY | Republic Germany | Federal Republic of Germany | German Foreign Ministry,Germany is a Country/State in Europe. ,https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4200,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,602.0,CON_602,Hungary,,Hungary,HUN,HUN,CON,Country/State,Hungary,HUN,348.0,310.0,HUN,HUN,310.0,Europe,40.0,Government of Hungary,Government of Hungary (2010-),Government of Hungary (2010-),Hungary | HUNGARY | Hungary | Republic Hungary,Hungary is a Country/State in Europe. ,https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4201,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,169.0,CON_169,Ireland,,Ireland,IRE,IRE,CON,Country/State,Ireland,IRL,372.0,205.0,IRE,IRE,205.0,Europe,29.0,Government of Ireland,Government of Ireland (2017-2020),Government of Ireland (2017-2020),Ireland | IRELAND | Ireland | Republic of Ireland | Republic Ireland | Ireland | Irish Government | Irish Governments | Republic Ireland Government | Taoiseach,Ireland is a Country/State in Europe. ,https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4202,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,139.0,CON_139,Italy,,Italy,ITA,ITA,CON,Country/State,Italy,ITA,380.0,325.0,ITA,ITA,325.0,Europe,44.0,Government of Italy,Government of Italy (2018-),Government of Italy (2018-),Italy/Sardinia | ITALY | Italy | ITALY | Republic Italy | Italy | Government Italian Public | Government Italy | Italian Government  Signing | Italian Republic,Italy is a Country/State in Europe. ,https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4204,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,78.0,CON_78,Jordan,,Jordan,JOR,JOR,CON,Country/State,Jordan,JOR,400.0,663.0,JOR,JOR,663.0,Asia,120.0,Government of Jordan,Government of Jordan (1999-),Government of Jordan (1999-),Jordan | JORDAN,Jordan is a Country/State in Asia. ,https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4195,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,610.0,CON_610,North Macedonia,,North Macedonia,MAC,MAC,CON,Country/State,North Macedonia,MKD,807.0,343.0,MAC,MAC,343.0,Europe,47.0,Government of North Macedonia,Government of North Macedonia (2017-),Government of North Macedonia (2017-),"Macedonia (Former Yugoslav Republic of) | MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF | Macedonia | Republic Macedonia | Macedonia | FYROM ",North Macedonia is a Country/State in Europe. ,https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4221,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,202.0,CON_202,Switzerland,,Switzerland,SWZ,SWZ,CON,Country/State,Switzerland,CHE,756.0,225.0,SWZ,SWZ,225.0,Europe,34.0,Government of Switzerland,,,Switzerland | SWITZERLAND | Swiss Confederation | SWISS CONFEDERATION | Switzerland | SWITZERLAND,Switzerland is a Country/State in Europe. ,https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4231,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,50.0,IGO_50,Organization for Security and Cooperation in Europe,,Organization for Security and Cooperation in Europe,OSCE,OSCE,IGO,Intergovernmental Organization,,,,,,,,,,,,,OSCE || Organization For Security And Cooperation In Europe || Organisation For Security And Cooperation In Europe || Organisation For Security And Co-Operation In Europe || Organization For Security And Co-Operation In Europe |  Organisation For Security And Cooperation In Europe  |  Organisation For Security And Co-Operation In Europe  |  Organization For Security And Co-Operation In Europe | Org. Security Cooperation Europe | Organization for Security and Cooperation in Europe (OSCE) | Organisation Security | Organisation Security Cooperation | Organization Security CoÃƒÂ¢Ã¢â€šÂ¬Ã‚Âoperation | Organization Security Cooperation | OSCE Assistance Group | OSCE Mission | OSCE Mission T. Guldimann | OSCE Support Group,"Organization for Security and Cooperation in Europe (OSCE) is an IGO, with affiliations to Regional Defense / Security IGOs (International Government Organizations). They are also referred to as OSCE || Organization For Security And Cooperation In Europe || Organisation For Security And Cooperation In Europe || Organisation For Security And Co-Operation In Europe || Organization For Security And Co-Operation In Europe",https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4236,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,201.0,NGO_201,International Committee of the Red Cross,,International Committee of the Red Cross,,International Committee of the Red Cross,NGO,Non-governmental Organization,internationally,,,,,,,,,,,,ICRC | Red Cross | ICRC ZENICA | C. Von Flue | Ambassador Dirk-Jan Van Houten,,https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4235,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,437.0,IGO_437,World Bank,,World Bank,WB,WB,IGO,Intergovernmental Organization,,,,,,,,,,,,,World Bank | World Bank | World Bank Group | WB | World Bank | IBRD | World Bank | International Bank for Reconstruction and Development (World Bank),"World Bank (WB) is an IGO, with affiliations to Development. They are also referred to as World Bank",https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4230,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,406.0,IGO_406,North Atlantic Treaty Organization,,North Atlantic Treaty Organization,NATO,NATO,IGO,Intergovernmental Organization,,,,,,,,,,,,,North Atlantic Treaty Organization || NATO || North Atlantic Treaty Organisation | NATO | North Atlantic Treaty Organization | North Atlantic Treaty Organisation | North Atlantic Treaty Organization | North Atlantic Treaty Organization Alija | North Atlantic Treaty Organization  |  NATO  |  North Atlantic Treaty Organisation | North Atlantic Treaty Org | North Atlantic Treaty Organization (NATO) | North Atlantic Treaty Organization  Alija,"North Atlantic Treaty Organization (NATO) is an IGO/miliary alliance, with affiliations to Global Defense / Security IGOs (International Government Organizations). It consists of 30 member states (28 European and 2 North American). They are also referred to as North Atlantic Treaty Organization || NATO || North Atlantic Treaty Organisation || North Atlantic Alliance",https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4229,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,438.0,IGO_438,International Monetary Fund,,International Monetary Fund,IMF,IMF,IGO,Intergovernmental Organization,,,,,,,,,,,,,International Monetary Fund || IMF | Intl Monetary Fund | International Monetary Fund | Red Crescent Societies  International Fund Agricultural Development  International Labor Organization  International Monetary Fund  International Organization Migration  Multilateral Investment Guarantee Agency,"International Monetary Fund (IMF) is an IGO, with affiliations to Global Economic/Financial/Trade IGOs (International Government Organizations). They are also referred to as International Monetary Fund || IMF",https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4228,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,436.0,IGO_436,European Commission,,European Commission,EU Commission,EU Commission,IGO,Intergovernmental Organization,,,,,,,,,,,,,European Commission | European Commission | EUROPEAN COMMISSION | EU Commission | European Commission | Commission European Union | European Union  Delegation European Commission | Delegation of the European Commission,"European Commission (EC) is an IGO, with affiliations to European Union. It functions as the executive of the European Union. They are also referred to as European Commission || the Commission",https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4227,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,638.0,IGO_638,European Bank for Reconstruction and Development,,European Bank for Reconstruction and Development,EBRD,EBRD,IGO,Intergovernmental Organization,,,,,,,,,,,,,European Bank For Reconstruction And Development || EBRD | European Bank for Reconstruction & Development | European Bank for Reconstruction and Development (EBRD),"European Bank for Reconstruction and Development (EBRD) is an IGO, with affiliations to Regional Development IGOs (International Government Organizations). They are also referred to as European Bank For Reconstruction And Development || EBRD",https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4226,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,639.0,IGO_639,Council of Europe,,Council of Europe,COE,COE,IGO,Intergovernmental Organization,,,,,,,,,,,,,Council Of Europe | Council of Europe | Council of Europe,"Council of Europe (COE) is an IGO, with affiliations to Regional Diplomatic IGOs (International Government Organizations). They are also referred to as Council Of Europe",https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4225,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,3.0,CON_3,United States,,United States,USA,USA,CON,Country/State,United States of America,USA,840.0,2.0,USA,USA,2.0,Americas,3.0,Government of United States of America,Government of the United States (2021-),Government of the United States (2017-2021) | Government of the United States (2021-),United States of America | UNITED STATES | America | AMERICA | U.S. | U.S.A | United States | United States  Islamic Emirate | United States America | UNITED STATES AMERICA ANGOLA  ANDREEV SERGUEI VADIMOVICH  AMBASSADOR | United States Presidential Special Envoy Promotion Democracy | USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4224,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,19.0,CON_19,United Kingdom,,United Kingdom,UKG,UKG,CON,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,826.0,200.0,UKG,UKG,200.0,Europe,28.0,Government of United Kingdom,Government of the United Kingdom (2010-),Government of the United Kingdom (2010-),United Kingdom | UNITED KINGDOM | Britain | Great Britain | UK | United Kingdom | UNITED KINGDOM | United Kingdom Great Britain | United Kingdom of Great Britain and Northern Ireland | United Kingdom | British Government | United Kingdom  Government | United Kingdom Government,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4223,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,52.0,CON_52,Ukraine,,Ukraine,UKR,UKR,CON,Country/State,Ukraine,UKR,804.0,369.0,UKR,UKR,369.0,Europe,61.0,Government of Ukraine,Government of Ukraine (2019-),Government of Ukraine (2014-2019) | Government of Ukraine (2019-),Ukraine | UKRAINE | Ukraine,Ukraine is a Country/State in Europe. ,https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4234,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,65.0,IGO_65,United Nations,High Commission for Refugees,High Commission for Refugees,UNHCR,UNHCR,IGO,Intergovernmental Organization,,,,,,,,,,,,,UNHCR || United Nations Commission For Refugees || Un Refugee Agency || U.N. High Commissioner For Refugees || U.N. Commission For Refugees || Un Commission For Refugees || Un High Commissioner For Refugees || United Nations High Commissioner For Refugees || United Nations Refugee Agency || U.N. Refugee Agency | United Nations High Commission Refugees | UNHCR | UNHCR ZENICA |  United Nations Commission For Refugees  |  Un Refugee Agency  |  U.N. High Commissioner For Refugees  |  U.N. Commission For Refugees  |  Un Commission For Refugees  |  Un High Commissioner For Refugees  |  United Nations High Commissioner For Refugees  |  United Nations Refugee Agency  |  U.N. Refugee Agency,"High Commission for Refugees (UNHCR) is an IGO, with affiliations to Global Refugees IGOs (United Nations). They are also referred to as UNHCR || United Nations Commission For Refugees || Un Refugee Agency || U.N. High Commissioner For Refugees || U.N. Commission For Refugees || Un Commission For Refugees || Un High Commissioner For Refugees || United Nations High Commissioner For Refugees || United Nations Refugee Agency || U.N. Refugee Agency",https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
United Kingdom,4233,1030.0,Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference),"Pre-negotiation, 9 December 1995",Conclusions of the Peace Implementation Conference held at Lancaster House (London Conference) (9 December 1995),"The conclusions of the Peace Implementation Conference establishes a Peace Implementation Council (PIC) formed of countries and international organisations. It provides implementation mechanisms for the international military mission, regional stabilization, civilian institutions and administrative structures, the Office of the High Representative, humanitarian assistance, human rights protection, elections, reconstruction, and future relations. ",Peace Agreement,125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Pre-negotiation,1995-12-09 00:00:00,1995,12,9,December,party,640.0,IGO_640,United Nations,Office of the United Nations High Commissioner for Human Rights,Office of the United Nations High Commissioner for Human Rights,UNHCHR,UNHCHR,IGO,Intergovernmental Organization,,,,,,,,,,,,,Office Of The United Nations High Commissioner For Human Rights || OHCHR || High Commissioner For Human Rights | Office of the United Nations High Commissioner for Human Rights | UNHCHR | Office Of The United Nations High Commissioner For Human Rights  |  OHCHR  |  High Commissioner For Human Rights,"Office of the United Nations High Commissioner for Human Rights (UNHCHR) is an IGO, with affiliations to Global Human Rights IGOs (United Nations Human Rights Council). They are also referred to as Office Of The United Nations High Commissioner For Human Rights || OHCHR || High Commissioner For Human Rights",https://www.peaceagreements.org/view/1030,https://www.peaceagreements.org/viewmasterdocument/1030,"<a href=""https://www.peaceagreements.org/view/1030"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1030"" target=""_blank"">View agreement PDF</a>"
