id_paax,actor_type,sub_type,cs_type,international,regional,domestic,un_type,actor_iso3c,actor_country,actor_id,actor_name,abbreviation,alternative_names
IGO_675,Intergovernmental Organization,,,1.0,,,United Nations,,,675,International Organization for Migration,IOM,International Organisation For Migration | Organización Internacional para las Migraciones | OIM | International Organization For Migration | Organisation Internationale Pour Les Migrations
IGO_676,Intergovernmental Organization,,,1.0,,,United Nations,,,676,Food and Agriculture Organization,FAO,Food And Agriculture Organisation | Organisation Des Nations Unies Pour Lâ€™Alimentation Et Lâ€™Agriculture | Food And Agriculture Organization | ONUAA | FAO | Organisation Des Nations Unies Pour LÃ¢â‚¬â„¢Alimentation Et LÃ¢â‚¬â„¢Agriculture | Food & Ag Org
IGO_677,Intergovernmental Organization,,,1.0,,,United Nations,,,677,World Health Organization,WHO,WHO | World Health Organization | World Health Organisation | World Health Org
IGO_678,Intergovernmental Organization,,,1.0,,,United Nations,,,678,"United Nations Educational, Scientific and Cultural Organization",UNESCO,"UNESCO | United Nations Educational, Scientific And Cultural Organization | United Nations Educational, Scientific And Cultural Organisation | UN Education, Scientific, & Cultural Org | United Nations Educational, Scientific, and Cultural Organization (UNESCO)"
IGO_679,Intergovernmental Organization,,,1.0,,,,,,679,International Fund for Agricultural Development (IFAD),IFAD,Int Fund for Agriculture & Development | International Fund for Agricultural Development (IFAD)
IGO_680,Intergovernmental Organization,Regional,,,1.0,,,,,680,Asian Productivity Organization,APO,Asian Productivity Organisation | Asian Productivity Organization
IGO_681,Intergovernmental Organization,,,1.0,,,,,,681,Multilateral Investment Guarantee Agency (MIGA),MIGA,Multilateral Investment Guarantee Agency | Multilateral Investment Guarantee Agency (MIGA)
ENT_682,Entity,,,,,,, ,Czechoslovakia,682,Czechoslovakia,,
NGO_683,Civil Society,Non-governmental Organization,Other,,,1.0,,SSD,South Sudan,683,Civil Society,,
POL_684,Political Party,,,,,,,SSD,South Sudan,684,Political Parties,,
NGO_685,Civil Society,Religious,,,,1.0,,SSD,South Sudan,685,Religious Representatives,,
OTH_686,Other,,,,,1.0,,IDN,Indonesia,686,Monitoring Team of Security Modality,,
ARM_687,Armed Organization,,,,,,,BIH,Bosnia and Herzegovina,687,Republic of Serb Krajina,,
COA_688,State Coalition,,,1.0,,,,,,688,Group of Eight,G8,
POL_689,Political Party,,,,,,,DZA,Algeria,689,Political Parties,,
OTH_690,Other,,,,,1.0,,DZA,Algeria,690,National Organizations,,
NGO_691,Civil Society,Non-governmental Organization,Women,,,1.0,,DZA,Algeria,691,Women's Groups,,
ARM_692,Armed Organization,,,,,,,TGO,Togo,692,Convention of the New Forces,CFN,
POL_693,Political Party,,,,,,,TGO,Togo,693,Party of the pure-Action on Development,PAD,
POL_694,Political Party,,,,,,,TGO,Togo,694,Union for the Democracy and Solidarity,UDS,
POL_695,Political Party,,,,,,,TGO,Togo,695,Democratic party pure Unite,PDU,
POL_696,Political Party,,,,,,,TGO,Togo,696,Party for Democracy and Renewal,PDR,
POL_697,Political Party,,,,,,,TGO,Togo,697,Togolese Union for Democracy,UTD,
POL_698,Political Party,,,,,,,TGO,Togo,698,Convention African Peoples Democratic,FDC,
ARM_699,Armed Organization,,,,,,,IRL,Ireland,699,Irish Republican Army,IRA,Irish Republican Army
UMB_700,Umbrella,,,,,,,GBR,United Kingdom,700,Combined Loyalist Military Command,CLMC,
ARM_701,Armed Organization,,,,,,,LBN,Lebanon,701,Free Patriotic Movement,FPM,
POL_702,Political Party,,,,,,,TGO,Togo,702,Panafrican Patriotic Convention,CPP,
NGO_703,Civil Society,Non-governmental Organization,Other,1.0,,1.0,,TGO,Togo,703,African Female Ministers and Parliamentarians Network,,
NGO_704,Civil Society,Non-governmental Organization,Women,,,1.0,,TGO,Togo,704,"Group for Reflexion and Action on Women, Democracy and Development",,
POL_705,Political Party,,,,,,,TGO,Togo,705,Democratic Convention of African People,CDPA,
POL_706,Political Party,,,,,,,TCD,Chad,706,Political Parties,,
ENT_707,Entity,,,,,,,IND,India,707,West Bengal,,
OTH_708,Other,,,,,1.0,,IND,India,708,Darjeeling Gorkha Hill Council,,
UMB_709,Umbrella,,,,,,,ETH,Ethiopia,709,National Liberation Movements,,
OTH_710,Other,,,,,1.0,,MMR,Myanmar (Burma),710,Union Peace Working Committee,,
NGO_711,Civil Society,Religious,,1.0,,,,,,711,Religious Representatives,,
NGO_712,Civil Society,Religious,,,,,,,,712,Episcopal Conference of Angola and Sao Tome,,
NGO_713,Civil Society,Religious,,,,1.0,,AGO,Angola,713,Council of Christian Churches of Angola,,
NGO_714,Civil Society,Religious,,,,1.0,,AGO,Angola,714,Inter-Ecclesiastical Council for Peace in Angol,,
OTH_715,Other,,,,,1.0,,AGO,Angola,715,Cabinda Forum for Dialogue,,
NGO_716,Civil Society,Non-governmental Organization,Other,,,1.0,,SSD,South Sudan,716,Civil Society Representative,,
NGO_717,Civil Society,Non-governmental Organization,Women,,,1.0,,SSD,South Sudan,717,Women's Bloc Representative,,
UMB_718,Umbrella,,,,,,,SSD,South Sudan,718,Other Political Parties,OPP,
NGO_719,Civil Society,Non-governmental Organization,Other,,,1.0,,SSD,South Sudan,719,Eminent Personalities Representative,,
ENT_720,Entity,,,,,,,UKR,Ukraine,720,Luhansk People Republic,,
ENT_721,Entity,,,,,,,UKR,Ukraine,721,Donetsk People Republic,,
ARM_722,Armed Organization,,,,,,,MLI,Mali,722,Coordination of Patriotic Movements and Forces for Resistance,CMFPR,Coordination of Movements and Fronts of Patriotic Resistance | Coordination des Mouvements et Front Patriotique de Résistance
ARM_723,Armed Organization,,,,,,,MLI,Mali,723,Coalition for the Azawad Peoples,CPA,
ARM_724,Armed Organization,,,,,,,MLI,Mali,724,National Movement for the Liberation of Azawad/Coordination of Azawad Movements,MNLA/CMA,Mouvement National pour la Libération de l'Azawad | CMA | Coordination des Mouvements de l'Azawad | Coordination of Azawad Movements | CAM | NMLA
OTH_725,Other,,,,,1.0,,LBY,Libya,725,General National Congress,,
OTH_726,Other,,,,,1.0,,LBY,Libya,726,National Transitional Council,,
OTH_727,Other,,,,,1.0,,LBY,Libya,727,House of Representatives,,
NGO_728,Civil Society,Non-governmental Organization,Other,,,1.0,,LBY,Libya,728,Civil Society Representative,,
POL_729,Political Party,,,,,,,LBY,Libya,729,Political Parties,,
OTH_730,Civil Society,Non-governmental Organization,Other,,,1.0,,LBY,Libya,730,Tribal Leaders,,
NGO_731,Civil Society,Non-governmental Organization,Women,,,1.0,,LBY,Libya,731,Women's Organizations,,
UMB_732,Umbrella,,,,,,,YEM,Yemen,732,Joint Meeting Parties,JMP,
COA_733,State Coalition,,,1.0,,,,,,733,Friends of Yemen,,
UMB_734,Umbrella,,,,,,,YEM,Yemen,734,National Democratic Alliance,NDA,
OTH_735,Other,,,,,1.0,,YEM,Yemen,735,Preparatory Committee for National Dialogue,,
POL_736,Political Party,,,,,,,YEM,Yemen,736,Yemeni Congregation for Reform,,Al-Islah
POL_737,Political Party,,,,,,,YEM,Yemen,737,Solidarity Council and the Freedom Bloc,,
POL_738,Political Party,,,,,,,YEM,Yemen,738,Al - Haqq,,Truth Party
ENT_739,Entity,,,,,,,PSE,Palestine,739,Palestine,,
ARM_740,Armed Organization,,,,,,,PSE,Palestine,740,Fatah,,Palestinian National Liberation Movement
ARM_741,Armed Organization,,,,,,,PSE,Palestine,741,Hamas,,Islamic Resistance Movement
NGO_742,Civil Society,Non-governmental Organization,Women,,,1.0,,BHR,Bahrain,742,Women's Societies,,
POL_743,Political Party,,,,,,,BHR,Bahrain,743,Political Societies,,
NGO_744,Civil Society,Non-governmental Organization,Other,,,1.0,,BHR,Bahrain,744,Civil Society,,
OTH_745,Other,,,,,1.0,,BHR,Bahrain,745,Media,,
NGO_746,Civil Society,Non-governmental Organization,Other,,,1.0,,BHR,Bahrain,746,Youth Societies,,
NGO_747,Civil Society,Unions,,,,1.0,,BHR,Bahrain,747,Labour Unions,,
OTH_748,Government/state,,,,,1.0,,IRQ,Iraq,748,Governing Council,,
OTH_749,Other,,,1.0,,1.0,,,,749,Coalition Provisional Authority,,
IGO_750,Intergovernmental Organization,,,1.0,,,UN Mission,,,750,United Nations Support Mission in Libya (UNSMIL),UNSMIL,United Nations Support Mission in Libya | UNSMIL - United Nations | United Nations Support Mission
ARM_751,Armed Organization,,,,,,,ALB,Albania,751,"Liberation Army of Presevo, Medvedja and Bujanovac",UÇPMB,"Ushtria Çlirimtare e Preshevës, Medvegjës dhe Bujanocit | Liberation Army of Preševo, Medveđa, and Bujanovac"
ARM_753,Armed Organization,,,,,,,MMR,Myanmar (Burma),753,DKBA-5,,
ARM_754,Armed Organization,,,,,,,MMR,Myanmar (Burma),754,Karen National Union,,
ARM_755,Armed Organization,,,,,,,MMR,Myanmar (Burma),755,Pa-O National Liberation Army,,
ARM_756,Armed Organization,,,,,,,MMR,Myanmar (Burma),756,Restoration Council of Shan State,,
ARM_757,Armed Organization,,,,,,,MMR,Myanmar (Burma),757,Lahu Democratic Union,LDU,
ARM_758,Armed Organization,,,,,,,MMR,Myanmar (Burma),758,Arakan Liberation Party,ALP,
ARM_759,Armed Organization,,,,,,,MMR,Myanmar (Burma),759,All Burma Students Democratic Front,,
ARM_760,Armed Organization,,,,,,,SYR,Syria,760,Division 13,,
ARM_761,Armed Organization,,,,,,,SYR,Syria,761,Jaysh al-Fateheen,,
ARM_762,Armed Organization,,,,,,,SYR,Syria,762,Jaysh al-Mujahideen,,
ARM_763,Armed Organization,,,,,,,SYR,Syria,763,Division 101,,
ARM_764,Armed Organization,,,,,,,SYR,Syria,764,Division 16 Infantry,,
ARM_765,Armed Organization,,,,,,,SYR,Syria,765,Sukur Al-Jabal Brigade,,Liwa Suqour al-Jabal | Mountain Hawks Brigade | لواء صقور الجبل
ARM_766,Armed Organization,,,,,,,SYR,Syria,766,Shuhadaa Al-Islam Brigade,,
ARM_767,Armed Organization,,,,,,,SYR,Syria,767,Liwa Al-Haq,,Truth Brigade
ARM_768,Armed Organization,,,,,,,SYR,Syria,768,Ahrar Al-Sham Movement,AAS,Harakat Ahrar al-Sham al-Islamiyya | Islamic Movement of the Freemen of the Levant
ARM_769,Armed Organization,,,,,,,SYR,Syria,769,Seif Allah Brigade,,
ARM_770,Armed Organization,,,,,,,SYR,Syria,770,Al-Safwa Brigades,,
ARM_771,Armed Organization,,,,,,,SYR,Syria,771,Tawhid Army (Jaysh Al-Tawhid),,Liwa al-Tawhid | Unity Brigade
ARM_772,Armed Organization,,,,,,,SYR,Syria,772,Al-Sultan Murad Division,,
ARM_773,Armed Organization,,,,,,,SYR,Syria,773,Fursan Al-Haqq Brigade,,Knights of Justice Brigade
ARM_774,Armed Organization,,,,,,,SYR,Syria,774,Faylaq Al-Sham,,Faylaq Al-Sham | Sham Legion
ARM_775,Armed Organization,,,,,,,SYR,Syria,775,Fa-Istaqim-Kama-Omert,,
ARM_776,Armed Organization,,,,,,,SYR,Syria,776,The Shami Front,,
ARM_777,Armed Organization,,,,,,,SYR,Syria,777,The Sham Front,,
ARM_778,Armed Organization,,,,,,,SYR,Syria,778,Islam Army (Jaysh Al-Islam),,
ARM_779,Armed Organization,,,,,,,SYR,Syria,779,Al-Arbaeen Brigades,,
ARM_780,Armed Organization,,,,,,,SYR,Syria,780,Faylaq Al-Rahman,FaR,Faylaq Al-Rahman | Rahman Corps
ARM_781,Armed Organization,,,,,,,SYR,Syria,781,Al-Furqan Brigades,,
ARM_782,Armed Organization,,,,,,,SYR,Syria,782,City of Aleppo Brigades,,
ARM_783,Armed Organization,,,,,,,SYR,Syria,783,The Sham Revolutionary Brigades,,
ARM_784,Armed Organization,,,,,,,SYR,Syria,784,Nour El-Deen Zenki Movement,HNDZ,
ARM_785,Armed Organization,,,,,,,SYR,Syria,785,Islamic Union of Ajnad al-Sham,,
ARM_786,Armed Organization,,,,,,,SYR,Syria,786,Authenticity and Development Front,,Asala and Tanmeya Front
ARM_787,Armed Organization,,,,,,,SYR,Syria,787,Al-Fawj Al-Awwal,,Al-Fawj al-Awl
ARM_788,Armed Organization,,,,,,,SYR,Syria,788,Sukur Al-Ghab,,
ARM_789,Armed Organization,,,,,,,ESP,Spain,789,Basque Nation and Liberty,ETA,Euskadi Ta Askatasuna
OTH_790,Umbrella,,,,,,,CAF,Central African Republic,790,Bangui National Forum,,
OTH_791,Other,,,1.0,1.0,,,,,791,Arbitration Commission of the Conference on Yugoslavia,,
MIL_792,Military,,,,,,,HRV,Croatia,792,Croatian Armed Forces,,Croatian Armed Forces | Croatian Army
MIL_793,Military,,,,,,, ,Yugoslavia,793,Yugoslav People's Army,,JNA | ARMED FORCES OF SFRY | Socialist Federal Republic of Yugoslavia Armed Forces
OTH_794,Other,,,,,1.0,,SRB,Serbia,794,Local Authorities,,
IGO_795,Intergovernmental Organization,,,1.0,,,UN Mission,,,795,United Nations Confidence Restoration Operation (UNCRO),UNCRO,United Nations Confidence Restoration Operation in Croatia
MIL_796,Military,,,,,,,BIH,Bosnia and Herzegovina,796,Bosnia and Herzegovina Armed Forces,,Army Bosnia Herzegovina | Army Bosnia Herzegovina ] | BiH | BiH ARMY | BiH ARMY HQ | BiH General
POL_797,Political Party,,,,,,,TUN,Tunisia,797,Political Parties,,
POL_798,Political Party,,,,,,,MMR,Myanmar (Burma),798,National League for Democracy,NLD,
POL_799,Political Party,,,,,,,MMR,Myanmar (Burma),799,Nationalities Brotherhood Federation,NBF,
POL_800,Political Party,,,,,,,MMR,Myanmar (Burma),800,Federal Democracy Alliance,FDA,
POL_801,Political Party,,,,,,,MMR,Myanmar (Burma),801,United Nationalities Alliance,UNA,
POL_802,Political Party,,,,,,,MMR,Myanmar (Burma),802,National Unity Party,NUP,
POL_803,Political Party,,,,,,,MMR,Myanmar (Burma),803,Union Solidarity and Development Party,USDP,
ARM_804,Armed Organization,,,,,,,MMR,Myanmar (Burma),804,Ethnic Armed Organisations Representatives,,
NGO_805,Civil Society,Non-governmental Organization,Other,,,1.0,,MMR,Myanmar (Burma),805,Civil Society Representative,,
MIL_806,Military,,,,,,,MMR,Myanmar (Burma),806,Tatmadaw,,
ARM_807,Armed Organization,,,,,,,NER,Niger,807,Democratic Front for Renewal,FDR,Front Démocratique du Renouveau
ENT_808,Entity,,,,,,,PAK,Pakistan,808,"Shakai, District Wana",,
ENT_809,Entity,,,,,,,PAK,Pakistan,809,South Wazirstan Agency,,
NGO_811,Civil Society,Communities and tribes,,,,,,PAK,Pakistan,811,Isperka,,
NGO_812,Civil Society,Communities and tribes,,,,,,PAK,Pakistan,812,Musa Khel,,
ARM_813,Armed Organization,,,,,,,MMR,Myanmar (Burma),813,Democratic Kayin Buddhist Army,DKBA,
ARM_814,Armed Organization,,,,,,,MMR,Myanmar (Burma),814,All Burma Students’ Democratic Front,ABSDF,
ARM_815,Armed Organization,,,,,,,MMR,Myanmar (Burma),815,Pa-Oh National Liberation Organization,PNLO/PNLA,
ARM_816,Armed Organization,,,,,,,MMR,Myanmar (Burma),816,Restoration Council of Shan State/Shan State Army (South),RCSS/SSA (South),Shan State Army - South | Shan State Restoration Council
OTH_817,Other,,,,,1.0,,MMR,Myanmar (Burma),817,Union Peace-Making Working Committee,,
ARM_818,Armed Organization,,,,,,,MMR,Myanmar (Burma),818,Karenni National Progressive Party,KNPP,Karenni National Progressive | Karenni National Progressive Party | KNPP | KNPP Khu Oo Reh
ARM_819,Armed Organization,,,,,,,MMR,Myanmar (Burma),819,Democratic Karen Benevolent Army,DKBA 5,
OTH_820,Other,,,,,1.0,,MMR,Myanmar (Burma),820,Karen State Peace Making Group,,
ARM_821,Armed Organization,,,,,,,MMR,Myanmar (Burma),821,Myanmar National Democratic Alliance Army,MNDAA,
ARM_822,Armed Organization,,,,,,,IND,India,822,NSCN (K),NSCN (K),
ARM_823,Armed Organization,,,,,,,MMR,Myanmar (Burma),823,United Wa State Army,UWSA,
ARM_824,Armed Organization,,,,,,,MLI,Mali,824,High Council for the Unity of Azawad,HCUA,
ARM_825,Armed Organization,,,,,,,MLI,Mali,825,Coordination of Patriotic Movements and Forces for Resistance 2,CMFPR2,
OTH_827,Other,,,,,1.0,,MMR,Myanmar (Burma),827,Union Peacemaking Working Committee,,
ARM_828,Armed Organization,,,,,,,MMR,Myanmar (Burma),828,Kachin Independence Organisation,KIO,Kachin Independence Organisation | Kachin Independence Organization
ARM_829,Armed Organization,,,,,,,MMR,Myanmar (Burma),829,National Democratic Alliance Army,,
ARM_830,Armed Organization,,,,,,,SSD,South Sudan,830,South Sudan National Liberation Movement,SSNLM,
IGO_831,Intergovernmental Organization,,,1.0,,,UN Mission,,,831,United Nations Mission in South Sudan (UNMISS),UNMISS,United Nations Mission in the Republic of South Sudan | United Nations Mission in Republic of South Sudan | United Nations Mission in South Sudan
UMB_832,Umbrella,,,,,,,YEM,Yemen,832,Arab Coalition,,
POL_833,Political Party,,,,,,,HRV,Croatia,833,Croatian Democratic Union,,
OTH_834,Other,,,,,1.0,,MMR,Myanmar (Burma),834,State Central Committee for Drug Abuse Control (CDAC),CDAC,State Central Committee for Drug Abuse Control
ENT_835,Entity,,,,,,,SOM,Somalia,835,Jubbaland,,
OTH_836,Other,,,,,1.0,,BIH,Bosnia and Herzegovina,836,Exchange Comisssion,,
OTH_837,Other,,,1.0,,,,,,837,International Conference on the Former Yugoslavia,,
OTH_838,Other,,,1.0,,,,,,838,Malteser International,,
OTH_839,Other,,,,,1.0,,CAF,Central African Republic,839,National Transition Council,,
POL_840,Political Party,,,,,,,LSO,Lesotho,840,National Independent Party,,
POL_841,Political Party,,,,,,,LSO,Lesotho,841,Democratic Congress,,
POL_842,Political Party,,,,,,,LSO,Lesotho,842,Basotho National African Congress,,
POL_843,Political Party,,,,,,,LSO,Lesotho,843,Basotho Congress Party,,
POL_844,Political Party,,,,,,,LSO,Lesotho,844,African Unity Movement,,
POL_845,Political Party,,,,,,,LSO,Lesotho,845,All Democratic Cooperation,,
POL_846,Political Party,,,,,,,LSO,Lesotho,846,Basotho National Party,,
POL_847,Political Party,,,,,,,LSO,Lesotho,847,Lesotho Congress for Democracy,,
NGO_848,Civil Society,Religious,,,,1.0,,LSO,Lesotho,848,Christian Council of Lesotho,,
NGO_849,Civil Society,Non-governmental Organization,Other,,,1.0,,LSO,Lesotho,849,Lesotho Council of NGOs,,
POL_850,Political Party,,,,,,,LSO,Lesotho,850,Basutoland Congress Party,,
ARM_851,Armed Organization,,,,,,,SLB,Solomon Islands,851,Marau Eagle Force,,
ARM_852,Armed Organization,,,,,,,SLB,Solomon Islands,852,Isatabu Freedom Movement,,
OTH_853,Other,,,,,1.0,,SLB,Solomon Islands,853,Guadalcanal Provincial Government,,
IGO_854,Intergovernmental Organization,,,1.0,,,UN Mission,,,854,United Nations Mission in Sudan (UNMIS),UNMIS,United Nations Mission in the Sudan | United Nations Mission in Sudan
ARM_855,Armed Organization,,,,,,,AZE,Azerbaijan,855,Army of Nagorno Karabakh,,
OTH_856,Other,,,,,1.0,,RUS,Russia,856,Joint Control Commission (JCC),,
ENT_857,Entity,,,,,,,SOM,Somalia,857,Warsangali ,,
ENT_858,Entity,,,,,,,SOM,Somalia,858,Habr Je'lo,,
ENT_859,Entity,,,,,,,SOM,Somalia,859,Dhulbahante,,
ENT_860,Entity,,,,,,,SOM,Somalia,860,Ogeyslabe,,
ENT_861,Entity,,,,,,,SOM,Somalia,861,Habar Yoonis,,
ENT_862,Entity,,,,,,,COM,Comoros,862,Moheli,,
ENT_863,Entity,,,,,,,SDN,Sudan,863,Blue Nile,,
ENT_864,Entity,,,,,,,SDN,Sudan,864,Abyei,,
ENT_865,Entity,,,,,,,SDN,Sudan,865,Southern Kordofan,,
POL_866,Political Party,,,,,,,NPL,Nepal,866,Terai Madhesh Loktantrik Party,,
POL_867,Political Party,,,,,,,NPL,Nepal,867,Madhesi Janadhikar Forum,,
POL_868,Political Party,,,,,,,SDN,Sudan,868,National Umma Party,,National UMMA Party
ARM_869,Armed Organization,,,,,,,IND,India,869,NSCN (IM),NSCN (IM),National Socialist Council of Nagaland (Isak-Muivah) | National Socialist Council of Nagaland (IM) | NSCN IM
ARM_870,Armed Organization,,,,,,,IND,India,870,Bru National Liberation Front,BNLF,
NGO_871,Civil Society,Non-governmental Organization,Youth,,,1.0,,IND,India,871,Karbi Students Union,,
POL_872,Political Party,,,,,,,IND,India,872,ASDC,,
NGO_873,Civil Society,Non-governmental Organization,Youth,,,1.0,,IND,India,873,North Cachatr Hills Student Federation,,
NGO_874,Civil Society,Non-governmental Organization,Youth,,,1.0,,IND,India,874,Dimasa Student's Union,,
ARM_875,Armed Organization,,,,,,,MMR,Myanmar (Burma),875,Arakan Army,AA,Arakan Army
POL_877,Political Party,,,,,,,SYR,Syria,877,Arab Baath Socialist Party,,
POL_878,Political Party,,,,,,,YEM,Yemen,878,Union of Popular Forces,,
POL_879,Political Party,,,,,,,YEM,Yemen,879,Al-Rashad Union,,
POL_880,Political Party,,,,,,,YEM,Yemen,880,Popular Unificationist Nasserite Organization,,
POL_881,Political Party,,,,,,,YEM,Yemen,881,Unionist Union Party,,
POL_882,Political Party,,,,,,,YEM,Yemen,882,Justice and Construction Party,,
POL_883,Political Party,,,,,,,IRQ,Iraq,883,Patriotic Union of Kurdistan,,
ARM_884,Armed Organization,,,,,,,IRQ,Iraq,884,Kurdistan Democratic Party,KDP,
NGO_885,Civil Society,Non-governmental Organization,Other,,,1.0,,,,885,Coordination des Organizations des Musulmans Centrafricains,,
POL_886,Political Party,,,,,,,CAF,Central African Republic,886,Kwa Na Kwa,KNK,"National Convergence | Kwa Na Kwa | National Convergence ""Kwa Na Kwa"" | Convergence Nationale ""Kwa Na Kwa"""
POL_887,Political Party,,,,,,,CAF,Central African Republic,887,Rally for the Republic,RPR,
POL_888,Political Party,,,,,,,CAF,Central African Republic,888,Union for Central African Renewal,URCA,
ARM_889,Armed Organization,,,,,,,CAF,Central African Republic,889,Union for Peace in the Central African Republic,UPC,
ARM_890,Armed Organization,,,,,,,CAF,Central African Republic,890,Patriotic Rally for Renewal in the CAR,RPRC,
ARM_891,Armed Organization,,,,,,,CAF,Central African Republic,891,Patriotic Movement for the Central African Republic ,MPC,Mouvement patriotique de Centrafrique
IGO_892,Intergovernmental Organization,,,1.0,,,UN Mission,,,892,United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (MINUSCA),MINUSCA,United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic
POL_893,Political Party,,,,,,,COD,"Congo, Democratic Republic of the",893,Political Opposition,,
NGO_894,Civil Society,Non-governmental Organization,Other,,,1.0,,COD,"Congo, Democratic Republic of the",894,Civil Society,,
OTH_895,Civil Society,Non-governmental Organization,Other,,,1.0,,COD,"Congo, Democratic Republic of the",895,Front for the Respect of the Constitution,,
OTH_896,Umbrella,,,,,,,COD,"Congo, Democratic Republic of the",896,Political and Social Forces,,
NGO_897,Civil Society,Non-governmental Organization,Other,,,1.0,,GIN,Guinea,897,Civil Society,,
OTH_898,Political Party,,,,,,,GIN,Guinea,898,Guinea - Opposition Party,,
MIL_899,Military,,,,,,,SRB,Serbia,899,Serbian Armed Forces,,
ENT_900,Entity,,,,,,,MDA,Moldova,900,Transdniestria,,
ARM_901,Armed Organization,,,,,,,SSD,South Sudan,901,National Salvation Front,NAS,
ARM_902,Armed Organization,,,,,,,SSD,South Sudan,902,South Sudan Patriotic Movement/Army,SSPM/A,
ARM_903,Armed Organization,,,,,,,SSD,South Sudan,903,South Sudan National Movement for Change,SSNMC,
ARM_904,Armed Organization,,,,,,,SSD,South Sudan,904,South Sudan Liberation Movement/Army,SSLM/A,South Sudan National Liberation Movement
ARM_905,Armed Organization,,,,,,,SSD,South Sudan,905,South Sudan United Movement/Army,SSUM,
ARM_906,Armed Organization,,,,,,,SSD,South Sudan,906,National Democratic Movement,NDM,
ARM_907,Armed Organization,,,,,,,SSD,South Sudan,907,South Sudan Armed Forces,SSAF,
ARM_908,Armed Organization,,,,,,,SSD,South Sudan,908,Federal Democratic Party,FDP,
ARM_909,Armed Organization,,,,,,,SYR,Syria,909,Syrian Armed Opposition,,
ARM_910,Armed Organization,,,,,,,SYR,Syria,910,Jaysh al-Ababil,,The Army of al-Ababil
ARM_911,Armed Organization,,,,,,,SYR,Syria,911,Aknaf Bayt al-Muqadis,,Protector of the Holy House
ARM_912,Armed Organization,,,,,,,LBY,Libya,912,Libyan National Army,LNA,
IGO_913,Intergovernmental Organization,Regional,,,1.0,,,,,913,Economic Community of Central African States,ECCAS,Economic Community Of Central African States | ECCAS | Economic Community of Central African States (ECCAS) | CEEAC
OTH_914,Government/state,,,,,1.0,,CAF,Central African Republic,914,Transitional Government,,
ARM_915,Armed Organization,,,,,,,ETH,Ethiopia,915,Ogaden National Liberation Front,ONLF,
POL_916,Political Party,,,,,,,MMR,Myanmar (Burma),916,Political Parties Representatives,,
UMB_917,Umbrella,,,,,,,SSD,South Sudan,917,South Sudan Opposition Alliance,SSOA,
COA_918,State Coalition,,,1.0,,,,,,918,Troika Countries,,
NGO_919,Civil Society,Non-governmental Organization,Youth,,,1.0,,SSD,South Sudan,919,Youth Representative,,
POL_920,Political Party,,,,,,,SSD,South Sudan,920,United Democratic Salvation Front,,
UMB_921,Umbrella,,,,,,,SSD,South Sudan,921,National Alliance of Political Parties,,
POL_922,Political Party,,,,,,,SSD,South Sudan,922,United Sudan African Party,,
POL_923,Political Party,,,,,,,SSD,South Sudan,923,United Democratic Party,,
POL_924,Political Party,,,,,,,SSD,South Sudan,924,African National Congress,,
OTH_925,Other,,,,,1.0,,SYR,Syria,925,Congress of Syrian National Dialogue,,
UMB_926,Umbrella,,,,,,,UKR,Ukraine,926,CADLR,CADLR,Certain Areas of Donetsk and Luhansk Regions | Representatives of certain areas of Donetsk and Luhansk
OTH_927,Other,,,,,1.0,,YEM,Yemen,927,National Committee Prisoners Affairs & Missing Persons,,
OTH_928,Other,,,,,1.0,,YEM,Yemen,928,Foundation and Representative Prisoners Affairs & Missing Persons of the Arab Coalition ,,
OTH_929,Other,,,,,1.0,,LBY,Libya,929,High Council of State,,
CON_930,Country/State,,,,,,,GNQ,Equatorial Guinea,930,Equatorial Guinea,,Equatorial Guinea | Republic Equatorial Guinea
ARM_931,Armed Organization,,,,,,,AFG,Afghanistan,931,Taliban,,
OTH_932,Armed Organization,,,,,,,YEM,Yemen,932,Southern Transitional Council,,
OTH_933,Umbrella,,,,,,,SDN,Sudan,933,Forces of Freedom and Change,,
OTH_934,Government/state,,,,,1.0,,SDN,Sudan,934,Transitional Military Council,,
ARM_935,Armed Organization,,,,,,,CAF,Central African Republic,935,3R,3R,"Return, Reclamation, Rehabilitation | Retour, Réclamation, Réhabilitation (3R) | Retour, Réclamation, Réhabilitation"
UMB_936,Umbrella,,,,,,,SSD,South Sudan,936,South Sudan Opposition Movements Alliance,SSOMA,
ARM_937,Armed Organization,,,,,,,SSD,South Sudan,937,National Democratic Movement Patriotic Front,NDM/PF,
ARM_938,Armed Organization,,,,,,,SSD,South Sudan,938,Real Sudan People's Liberation Movement,R-SPLM,
ARM_939,Armed Organization,,,,,,,SSD,South Sudan,939,South Sudan United Front/Army,SSUF,SS-UF/A | South Sudan United Front/Army
ARM_940,Armed Organization,,,,,,,SSD,South Sudan,940,United Democratic Revolutionary Alliance,UDRA,United Democratic Republican Alliance
MIL_941,Military,,,,,,,LBY,Libya,941,Libyan Army,,
ARM_942,Armed Organization,,,,,,,LBY,Libya,942,Libya National Army,,
ARM_943,Armed Organization,,,,,,,SDN,Sudan,943,Sudanese Alliance,,
ARM_944,Armed Organization,,,,,,,SDN,Sudan,944,United Popular Front for Liberation and Justice,,
ARM_945,Armed Organization,,,,,,,SDN,Sudan,945,Beja Congress,,
