signatory_id,AgtId,Agt,short_agt_name,long_agt_name,PP,PPName,Con,agt_type,stage_label,date,year,month,day,month_full,signatory_type,actor_id,actor_id_type,actor,actor_detail,actor_name,abbreviation,short_actor_name,type,new_actor_type,old_actor_type,country_based,iso3c,iso3n,gwn,gwc,cowc,cown,region,ucdp_id,in_ucdp,acled_name,acled_other,alternative_names,additional_info,PAX_Hyperlink,PDF_Hyperlink,PA-X Page html,Agreement PDF html
4832,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,48,IGO_48,Conference on Security and Cooperation in Europe,,Conference on Security and Cooperation in Europe,CSCE,CSCE,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,Helsinki Agreement || Helsinki Declaration | CSCE | Conference on Security and Cooperation in Europe,"The Conference on Security and Cooperation in Europe (CSCE) was an IGO established in 1973. It is the predecessor of the Organisation for Security and Cooperation in Europe (OSCE). It is often referred to as the Helsinki Agreement, as the final document was signed in Helsinki in 1975 by 33 European nations, the US and Canada to create the OSCE. ",https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4831,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,421,IGO_421,European Community,,European Community,EC,EC,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,European Economic Community || European Community | European Community Monitoring Mission | ECMM | E.C.M.M | Mission of the European Community  | European Community | EUROPEAAN COMMUNITY MONITOR MISSION,"The European Community (EC) was an economic association formed by six European member countries in 1957, consisting of three communities that eventually were replaced by the European Union (EU) in 1993. ",https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4830,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,587,CON_587,Albania,,Albania,ALB,ALB,CON,Country/State,Country/State,Albania,ALB,8.0,339.0,ALB,ALB,339.0,Europe,45.0,Government of Albania,Government of Albania (2013-),Government of Albania (2013-),Albania | ALBANIA | Republic Albania | Republic Albania,Albania is a Country/State in Europe. ,https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4829,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,589,CON_589,Bulgaria,,Bulgaria,BUL,BUL,CON,Country/State,Country/State,Bulgaria,BGR,100.0,355.0,BUL,BUL,355.0,Europe,54.0,Government of Bulgaria,Government of Bulgaria (2017-),Government of Bulgaria (2017-),Bulgaria | BULGARIA | Bulgaria | Republic Bulgaria,Bulgaria is a Country/State in Europe. ,https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4828,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,394,CON_394,Romania,,Romania,,Romania,CON,Country/State,Country/State,Romania,ROU,642.0,,,ROM,360.0,Europe,56.0,Government of Romania,Government of Romania (2021-),Government of Romania (2019-2020) | Government of Romania (2020-2021) | Government of Romania (2021-) | Government of Romania (2016-2019),Romania | ROMANIA,Romania is a Country/State in Europe. ,https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4827,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,602,CON_602,Hungary,,Hungary,HUN,HUN,CON,Country/State,Country/State,Hungary,HUN,348.0,310.0,HUN,HUN,310.0,Europe,40.0,Government of Hungary,Government of Hungary (2010-),Government of Hungary (2010-),Hungary | HUNGARY | Hungary | Republic Hungary,Hungary is a Country/State in Europe. ,https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4826,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,588,CON_588,Austria,,Austria,AUS,AUS,CON,Country/State,Country/State,Austria,AUT,40.0,305.0,AUS,AUS,305.0,Europe,39.0,Government of Austria,Government of Austria (2019-),Government of Austria (2019-),Austria | AUSTRIA | Republic Austria | Austria | AUSTRIA | Republic of Austria,Austria is a Country/State in Europe. ,https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4825,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,682,ENT_682,Czechoslovakia,,Czechoslovakia,,Czechoslovakia,ENT,Entity,Entity,,CSK,,,,,,,,,,,,"Czechoslovakia is classed as an entity, as it does not fit the requirements to be a Country/State. ",https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4824,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,11,CON_11,Canada,,Canada,CAN,CAN,CON,Country/State,Country/State,Canada,CAN,124.0,20.0,CAN,CAN,20.0,Americas,4.0,Government of Canada,Government of Canada (2015-),Government of Canada (2015-),Canada | CANADA | Canada | CANADA | Canada | Government Canada,Canada is a Country/State in Americas. ,https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4823,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,294,CON_294,Japan,,Japan,JPN,JPN,CON,Country/State,Country/State,Japan,JPN,392.0,740.0,JPN,JPN,740.0,Asia,140.0,Government of Japan,Government of Japan (2012-),Government of Japan (2012-),Japan | JAPAN | JAPAN,Japan is a Country/State in Asia. ,https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4822,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,21,CON_21,Russia,,Russia,RUS,RUS,CON,Country/State,Country/State,Russian Federation,RUS,643.0,365.0,RUS,RUS,365.0,Europe,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia (Soviet Union) | RUSSIAN FEDERATION | Russia | Russian Federation | RUSSIAN FEDERATION | Russian Federation - B. YELTSIN | Russian Federation Plenipotentiary | Russian Federation ( Facilitator | Russian Federation : | Russian Federation : Mikhailov | Russian Federation A. Kozirev | Russian Federation A. Shokhin | RUSSIAN FEDERATION ANGOLA | Russian Federation Federal Assembly | Russian Federation P. S. Grachev | Russian Federation Representative Sergey Viktorovich Lavrov | USSR  | Council of Federation of Russia | Russian Ministry of Foreign Affairs | Union of Soviet Socialist Republics | Soviet Union | Russian | Russia | Governments Russian Federation | Ministry Defence Russian Federation : P | Russian Federation Government | Russian Government | Russian Ministry Foreign Affairs | Russian Federation :  Mikhailov | Russian Federation  Plenipotentiary | Russian Federation V.V.Putin | V. V. Putin,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4821,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,20,CON_20,China,,China,CHN,CHN,CON,Country/State,Country/State,China,CHN,156.0,710.0,CHN,CHN,710.0,Asia,135.0,Government of China,Government of China (2012-),Government of China (2012-) | Government of China (2017-) Hong Kong Special Administrative Region | Government of China (2019-) Macau Special Administrative Region,China | CHINA | China | People's Republic China | People's Republic China  Plenipotentiary | People Republic China | China | Ministers Foreign Affairs China | People Ã¢â‚¬â„¢s Republic China | Peoples Republic China | People Ã¢â‚¬â„¢s Republic China  Plenipotentiary,China is a Country/State in Asia. ,https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4820,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,3,CON_3,United States,,United States,USA,USA,CON,Country/State,Country/State,United States of America,USA,840.0,2.0,USA,USA,2.0,Americas,3.0,Government of United States of America,Government of the United States (2021-),Government of the United States (2017-2021) | Government of the United States (2021-),United States of America | UNITED STATES | America | AMERICA | U.S. | U.S.A | United States | United States  Islamic Emirate | United States America | UNITED STATES AMERICA ANGOLA  ANDREEV SERGUEI VADIMOVICH  AMBASSADOR | United States Presidential Special Envoy Promotion Democracy | USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4819,1165,"Confidence, Security-building and Verification (The London Conference)","Ceasefire, 27 August 1992","Confidence, Security-building and Verification (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Ceasefire,1992-08-27,1992,8,27,August,party,19,CON_19,United Kingdom,,United Kingdom,UKG,UKG,CON,Country/State,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,826.0,200.0,UKG,UKG,200.0,Europe,28.0,Government of United Kingdom,Government of the United Kingdom (2010-),Government of the United Kingdom (2010-),United Kingdom | UNITED KINGDOM | Britain | Great Britain | UK | United Kingdom | UNITED KINGDOM | United Kingdom Great Britain | United Kingdom of Great Britain and Northern Ireland | United Kingdom | British Government | United Kingdom  Government | United Kingdom Government,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/1165,https://www.peaceagreements.org/viewmasterdocument/1165,"<a href=""https://www.peaceagreements.org/view/1165"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1165"" target=""_blank"">View agreement PDF</a>"
4847,1166,"Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference)","Implementation, 27 August 1992","Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Implementation,1992-08-27,1992,8,27,August,party,48,IGO_48,Conference on Security and Cooperation in Europe,,Conference on Security and Cooperation in Europe,CSCE,CSCE,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,Helsinki Agreement || Helsinki Declaration | CSCE | Conference on Security and Cooperation in Europe,"The Conference on Security and Cooperation in Europe (CSCE) was an IGO established in 1973. It is the predecessor of the Organisation for Security and Cooperation in Europe (OSCE). It is often referred to as the Helsinki Agreement, as the final document was signed in Helsinki in 1975 by 33 European nations, the US and Canada to create the OSCE. ",https://www.peaceagreements.org/view/1166,https://www.peaceagreements.org/viewmasterdocument/1166,"<a href=""https://www.peaceagreements.org/view/1166"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1166"" target=""_blank"">View agreement PDF</a>"
4846,1166,"Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference)","Implementation, 27 August 1992","Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Implementation,1992-08-27,1992,8,27,August,party,436,IGO_436,European Commission,,European Commission,EU Commission,EU Commission,IGO,Intergovernmental Organization,IGO,,,,,,,,,,,,,European Commission | European Commission | EUROPEAN COMMISSION | EU Commission | European Commission | Commission European Union | European Union  Delegation European Commission | Delegation of the European Commission,"European Commission (EC) is an IGO, with affiliations to European Union. It functions as the executive of the European Union. They are also referred to as European Commission || the Commission",https://www.peaceagreements.org/view/1166,https://www.peaceagreements.org/viewmasterdocument/1166,"<a href=""https://www.peaceagreements.org/view/1166"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1166"" target=""_blank"">View agreement PDF</a>"
4845,1166,"Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference)","Implementation, 27 August 1992","Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Implementation,1992-08-27,1992,8,27,August,party,587,CON_587,Albania,,Albania,ALB,ALB,CON,Country/State,Country/State,Albania,ALB,8.0,339.0,ALB,ALB,339.0,Europe,45.0,Government of Albania,Government of Albania (2013-),Government of Albania (2013-),Albania | ALBANIA | Republic Albania | Republic Albania,Albania is a Country/State in Europe. ,https://www.peaceagreements.org/view/1166,https://www.peaceagreements.org/viewmasterdocument/1166,"<a href=""https://www.peaceagreements.org/view/1166"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1166"" target=""_blank"">View agreement PDF</a>"
4844,1166,"Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference)","Implementation, 27 August 1992","Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Implementation,1992-08-27,1992,8,27,August,party,589,CON_589,Bulgaria,,Bulgaria,BUL,BUL,CON,Country/State,Country/State,Bulgaria,BGR,100.0,355.0,BUL,BUL,355.0,Europe,54.0,Government of Bulgaria,Government of Bulgaria (2017-),Government of Bulgaria (2017-),Bulgaria | BULGARIA | Bulgaria | Republic Bulgaria,Bulgaria is a Country/State in Europe. ,https://www.peaceagreements.org/view/1166,https://www.peaceagreements.org/viewmasterdocument/1166,"<a href=""https://www.peaceagreements.org/view/1166"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1166"" target=""_blank"">View agreement PDF</a>"
4843,1166,"Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference)","Implementation, 27 August 1992","Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Implementation,1992-08-27,1992,8,27,August,party,394,CON_394,Romania,,Romania,,Romania,CON,Country/State,Country/State,Romania,ROU,642.0,,,ROM,360.0,Europe,56.0,Government of Romania,Government of Romania (2021-),Government of Romania (2019-2020) | Government of Romania (2020-2021) | Government of Romania (2021-) | Government of Romania (2016-2019),Romania | ROMANIA,Romania is a Country/State in Europe. ,https://www.peaceagreements.org/view/1166,https://www.peaceagreements.org/viewmasterdocument/1166,"<a href=""https://www.peaceagreements.org/view/1166"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1166"" target=""_blank"">View agreement PDF</a>"
4842,1166,"Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference)","Implementation, 27 August 1992","Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Implementation,1992-08-27,1992,8,27,August,party,602,CON_602,Hungary,,Hungary,HUN,HUN,CON,Country/State,Country/State,Hungary,HUN,348.0,310.0,HUN,HUN,310.0,Europe,40.0,Government of Hungary,Government of Hungary (2010-),Government of Hungary (2010-),Hungary | HUNGARY | Hungary | Republic Hungary,Hungary is a Country/State in Europe. ,https://www.peaceagreements.org/view/1166,https://www.peaceagreements.org/viewmasterdocument/1166,"<a href=""https://www.peaceagreements.org/view/1166"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1166"" target=""_blank"">View agreement PDF</a>"
4836,1166,"Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference)","Implementation, 27 August 1992","Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Implementation,1992-08-27,1992,8,27,August,party,20,CON_20,China,,China,CHN,CHN,CON,Country/State,Country/State,China,CHN,156.0,710.0,CHN,CHN,710.0,Asia,135.0,Government of China,Government of China (2012-),Government of China (2012-) | Government of China (2017-) Hong Kong Special Administrative Region | Government of China (2019-) Macau Special Administrative Region,China | CHINA | China | People's Republic China | People's Republic China  Plenipotentiary | People Republic China | China | Ministers Foreign Affairs China | People Ã¢â‚¬â„¢s Republic China | Peoples Republic China | People Ã¢â‚¬â„¢s Republic China  Plenipotentiary,China is a Country/State in Asia. ,https://www.peaceagreements.org/view/1166,https://www.peaceagreements.org/viewmasterdocument/1166,"<a href=""https://www.peaceagreements.org/view/1166"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1166"" target=""_blank"">View agreement PDF</a>"
4840,1166,"Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference)","Implementation, 27 August 1992","Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Implementation,1992-08-27,1992,8,27,August,party,682,ENT_682,Czechoslovakia,,Czechoslovakia,,Czechoslovakia,ENT,Entity,Entity,,CSK,,,,,,,,,,,,"Czechoslovakia is classed as an entity, as it does not fit the requirements to be a Country/State. ",https://www.peaceagreements.org/view/1166,https://www.peaceagreements.org/viewmasterdocument/1166,"<a href=""https://www.peaceagreements.org/view/1166"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1166"" target=""_blank"">View agreement PDF</a>"
4839,1166,"Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference)","Implementation, 27 August 1992","Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Implementation,1992-08-27,1992,8,27,August,party,11,CON_11,Canada,,Canada,CAN,CAN,CON,Country/State,Country/State,Canada,CAN,124.0,20.0,CAN,CAN,20.0,Americas,4.0,Government of Canada,Government of Canada (2015-),Government of Canada (2015-),Canada | CANADA | Canada | CANADA | Canada | Government Canada,Canada is a Country/State in Americas. ,https://www.peaceagreements.org/view/1166,https://www.peaceagreements.org/viewmasterdocument/1166,"<a href=""https://www.peaceagreements.org/view/1166"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1166"" target=""_blank"">View agreement PDF</a>"
4838,1166,"Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference)","Implementation, 27 August 1992","Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Implementation,1992-08-27,1992,8,27,August,party,294,CON_294,Japan,,Japan,JPN,JPN,CON,Country/State,Country/State,Japan,JPN,392.0,740.0,JPN,JPN,740.0,Asia,140.0,Government of Japan,Government of Japan (2012-),Government of Japan (2012-),Japan | JAPAN | JAPAN,Japan is a Country/State in Asia. ,https://www.peaceagreements.org/view/1166,https://www.peaceagreements.org/viewmasterdocument/1166,"<a href=""https://www.peaceagreements.org/view/1166"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1166"" target=""_blank"">View agreement PDF</a>"
4837,1166,"Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference)","Implementation, 27 August 1992","Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Implementation,1992-08-27,1992,8,27,August,party,21,CON_21,Russia,,Russia,RUS,RUS,CON,Country/State,Country/State,Russian Federation,RUS,643.0,365.0,RUS,RUS,365.0,Europe,57.0,Government of Russia (Soviet Union),Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia (Soviet Union) | RUSSIAN FEDERATION | Russia | Russian Federation | RUSSIAN FEDERATION | Russian Federation - B. YELTSIN | Russian Federation Plenipotentiary | Russian Federation ( Facilitator | Russian Federation : | Russian Federation : Mikhailov | Russian Federation A. Kozirev | Russian Federation A. Shokhin | RUSSIAN FEDERATION ANGOLA | Russian Federation Federal Assembly | Russian Federation P. S. Grachev | Russian Federation Representative Sergey Viktorovich Lavrov | USSR  | Council of Federation of Russia | Russian Ministry of Foreign Affairs | Union of Soviet Socialist Republics | Soviet Union | Russian | Russia | Governments Russian Federation | Ministry Defence Russian Federation : P | Russian Federation Government | Russian Government | Russian Ministry Foreign Affairs | Russian Federation :  Mikhailov | Russian Federation  Plenipotentiary | Russian Federation V.V.Putin | V. V. Putin,Russia is a Country/State in Europe. ,https://www.peaceagreements.org/view/1166,https://www.peaceagreements.org/viewmasterdocument/1166,"<a href=""https://www.peaceagreements.org/view/1166"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1166"" target=""_blank"">View agreement PDF</a>"
4835,1166,"Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference)","Implementation, 27 August 1992","Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Implementation,1992-08-27,1992,8,27,August,party,3,CON_3,United States,,United States,USA,USA,CON,Country/State,Country/State,United States of America,USA,840.0,2.0,USA,USA,2.0,Americas,3.0,Government of United States of America,Government of the United States (2021-),Government of the United States (2017-2021) | Government of the United States (2021-),United States of America | UNITED STATES | America | AMERICA | U.S. | U.S.A | United States | United States  Islamic Emirate | United States America | UNITED STATES AMERICA ANGOLA  ANDREEV SERGUEI VADIMOVICH  AMBASSADOR | United States Presidential Special Envoy Promotion Democracy | USA,United States is a Country/State in Americas. ,https://www.peaceagreements.org/view/1166,https://www.peaceagreements.org/viewmasterdocument/1166,"<a href=""https://www.peaceagreements.org/view/1166"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1166"" target=""_blank"">View agreement PDF</a>"
4834,1166,"Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference)","Implementation, 27 August 1992","Conclusions on Implementation of Existing Sanctions, International Conference on Yugoslavia (The London Conference) (27 August 1992)",125,Bosnia peace process,Bosnia and Herzegovina/Yugoslavia (former),Mixed,Implementation,1992-08-27,1992,8,27,August,party,19,CON_19,United Kingdom,,United Kingdom,UKG,UKG,CON,Country/State,Country/State,United Kingdom of Great Britain and Northern Ireland,GBR,826.0,200.0,UKG,UKG,200.0,Europe,28.0,Government of United Kingdom,Government of the United Kingdom (2010-),Government of the United Kingdom (2010-),United Kingdom | UNITED KINGDOM | Britain | Great Britain | UK | United Kingdom | UNITED KINGDOM | United Kingdom Great Britain | United Kingdom of Great Britain and Northern Ireland | United Kingdom | British Government | United Kingdom  Government | United Kingdom Government,United Kingdom is a Country/State in Europe. ,https://www.peaceagreements.org/view/1166,https://www.peaceagreements.org/viewmasterdocument/1166,"<a href=""https://www.peaceagreements.org/view/1166"" target=""_blank"">View on PA-X Database</a>","<a href=""https://www.peaceagreements.org/viewmasterdocument/1166"" target=""_blank"">View agreement PDF</a>"
